"accepted_taxa","original_taxa_Ladouceur2019","Clonal.index_Ladouceur2019","Clonal.presence_Ladouceur2019","Flowering.duration_month_Ladouceur2019","Flowering.onset_month_Ladouceur2019","Plant.height_cm_Ladouceur2019","Radial.growth_mm.year-1_Ladouceur2019","Seed.dormancy_Ladouceur2019","Seed.mass_mg_Ladouceur2019","Seeding.onset_month_Ladouceur2019","Seeding.season_Ladouceur2019","SLA_cm2.g-1_Ladouceur2019"
"Matricaria discoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matricaria matricarioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matricaria recutita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matricaria recutita recutita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matthiola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago","Medicago lupulina_Medicago sativa","","0",6,"5",51.233333335,2.75,"Pd_Py",1.9585208335,"11","Autumn",238.0607648
"Medicago arabica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago ciliaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago disciformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago doliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago falcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago laciniata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago littoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago lupulina","Medicago lupulina","","0",6,"5",22.46666667,2.5,"Py",1.586875,"11","Autumn",291.6787561
"Medicago minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago monspeliaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago murex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago orbicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago polyceratia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago polymorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago praecox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago rigidula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago rugosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago sativa","Medicago sativa","","0",6,"5",80,3,"Pd",2.330166667,"11","Autumn",184.4427735
"Medicago sativa sativa","Medicago sativa","","0",6,"5",80,3,"Pd",2.330166667,"11","Autumn",184.4427735
"Medicago scutellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago truncatula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago turbinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago x varia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melampyrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melampyrum arvense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melia azedarach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melica ciliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melica nutans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melica transsilvanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melica uniflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melilotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melilotus alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melilotus albus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melilotus altissimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melilotus indicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melilotus neapolitanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melilotus officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melilotus officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melilotus sulcatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melissa officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melissa officinalis officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melissa officinalis officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melittis melissophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melomphis arabica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha aquatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha longifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha pulegium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha suaveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha suaveolens suaveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha x piperita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentha x villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercurialis","Mercurialis perennis","4","1",4,"3",31,NA,"Pd",7.073333333,"7","Summer",NA
"Mercurialis annua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercurialis perennis","Mercurialis perennis","4","1",4,"3",31,NA,"Pd",7.073333333,"7","Summer",NA
"Meum athamanticum","Meum athamanticum","","0",4,"5",29.5,0.3,"",7.2572,"9","Late summer",131.8
"Mibora minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micromeria graeca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Microthlaspi perfoliatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minuartia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minuartia campestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minuartia mediterranea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miscanthus sinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Misopates orontium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moehringia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Molinia caerulea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montia fontana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montia fontana chondrosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moorochloa eruciformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morus alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morus nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muhlenbergia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mummenhoffia alliacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muscari","Muscari neglectum","3","1",2,"3",22.5,NA,"Mpd",3.8489,"5","Spring",NA
"Muscari botryoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muscari botryoides lelievrei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muscari comosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muscari neglectum","Muscari neglectum","3","1",2,"3",22.5,NA,"Mpd",3.8489,"5","Spring",NA
"Muscari racemosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mutarda arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mutarda carinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mutarda nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myagrum perfoliatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis","Myosotis sylvatica","","0",6,"4",28.33333333,NA,"",1.304,"10","Autumn",296.8
"Myosotis arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis corsicana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis minutiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis ramosissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis scorpioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis sylvatica","Myosotis sylvatica","","0",6,"4",28.33333333,NA,"",1.304,"10","Autumn",296.8
"Myrrhis odorata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nardus stricta","Nardus stricta","4","1",3,"5",21.41285714,NA,"Pd",0.386547368,"8","Late summer",83.96361323
"Nasturtium officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelumbo nucifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neottia ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nepeta cataria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nepeta nepetella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neslia apiculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neslia paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicandra physalodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nigella arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nigella damascena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nigella gallica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nigella hispanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nigella nigellastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Noccaea caerulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nonea lutea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nonea pallens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nonea pulla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontites jaubertianus chrysanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontites lanceolatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontites vernus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontites vernus vernus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontites vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontites vulgaris vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenanthe crocata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenanthe fistulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenanthe lachenalii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenanthe pimpinelloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenothera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenothera biennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenothera glazioviana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olea europaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oloptum miliaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Omalotheca sylvatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onobrychis alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onobrychis arenaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onobrychis caput-galli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onobrychis viciifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ononis","Ononis spinosa","","0",6,"4",69.26,4,"Py",5.0537375,"10","Autumn",130.9090909
"Ononis minutissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ononis natrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ononis reclinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ononis rotundifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ononis spinosa","Ononis spinosa","","0",6,"4",69.26,4,"Py",5.0537375,"10","Autumn",130.9090909
"Ononis spinosa procurrens","Ononis spinosa","","0",6,"4",69.26,4,"Py",5.0537375,"10","Autumn",130.9090909
"Ononis spinosa procurrens","Ononis spinosa","","0",6,"4",69.26,4,"Py",5.0537375,"10","Autumn",130.9090909
"Ononis viscosa viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onopordum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onopordum acanthium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onopordum acaulon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onopordum corymbosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onopordum illyricum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onopordum nervosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophioglossum vulgatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophrys apifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophrys insectifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophrys sphegodes sphegodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orchidaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orchis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Origanum","Origanum vulgare","","0",3,"7",55,NA,"",0.109975,"10","Autumn",257.9
"Origanum majorana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Origanum vulgare","Origanum vulgare","","0",3,"7",55,NA,"",0.109975,"10","Autumn",257.9
"Origanum vulgare vulgare","Origanum vulgare","","0",3,"7",55,NA,"",0.109975,"10","Autumn",257.9
"Orlaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orlaya daucoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orlaya grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithogalum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithogalum boucheanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithogalum divergens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithogalum pyramidale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithogalum umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithopus compressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithopus perpusillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithopus sativus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche amethystea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche caryophyllacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche cernua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche crenata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche cumana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche nana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche picridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche picridis-hieracioidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche ramosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryza sativa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osyris alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis","Oxalis acetosella","5","1",3,"4",9.333333333,NA,"Pd",1.2385,"7","Summer",608.1
"Oxalis acetosella","Oxalis acetosella","5","1",3,"4",9.333333333,NA,"Pd",1.2385,"7","Summer",608.1
"Oxalis corniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis dillenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis pes-caprae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxybasis glauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxybasis urbica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pallenis spinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pancratium maritimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum capillare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum dichotomiflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum hillmanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum miliaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum virgatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver dubium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver dubium dubium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver rhoeas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver rhoeas rhoeas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver somniferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver x strigosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parameconopsis cambrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parapholis cylindrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pardoglossum cheirifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parentucellia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parentucellia latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parentucellia viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parietaria judaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paronychia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parthenocissus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parthenocissus quinquefolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum dilatatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum distichum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pastinaca","Pastinaca sativa","","0",2,"7",30,NA,"Mpd",4.096,"9","Late summer",NA
"Pastinaca sativa","Pastinaca sativa","","0",2,"7",30,NA,"Mpd",4.096,"9","Late summer",NA
"Pastinaca sativa sativa","Pastinaca sativa","","0",2,"7",30,NA,"Mpd",4.096,"9","Late summer",NA
"Pastinaca sativa urens","Pastinaca sativa","","0",2,"7",30,NA,"Mpd",4.096,"9","Late summer",NA
"Pelargonium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria","Persicaria bistorta","","",4,"5",NA,NA,"",NA,"9","Late summer",NA
"Persicaria acuminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria amphibia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria bistorta","Persicaria bistorta","","",4,"5",NA,NA,"",NA,"9","Late summer",NA
"Persicaria dubia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria hydropiper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria lapathifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria lapathifolia lapathifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria maculosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria mitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petasites hybridus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petrorhagia prolifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petrorhagia saxifraga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petrosedum sediforme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petroselinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petroselinum crispum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peucedanum cervaria","Peucedanum cervaria","","0",3,"7",37.5,NA,"",4.34,"10","Autumn",93.4
"Peucedanum oreoselinum","Peucedanum oreoselinum","","0",3,"7",100,NA,"",3.5,"10","Autumn",162.25
"Peucedanum palustre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phacelia tanacetifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris aquatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris arundinacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris brachystachys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris canariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris coerulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris paradoxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phedimus spurius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phillyrea latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum","Phleum hirsutum_Phleum phleoides_Phleum pratense","3_4_5","1",2.33333333333333,"6_7",53.91111111,NA,"",0.297666666666667,"8_9","Late summer",151.77580185
"Phleum arenarium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum bertolonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum exaratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum hirsutum","Phleum hirsutum","5","1",2,"7",30,NA,"",0.3,"9","Late summer",NA
"Phleum paniculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum phleoides","Phleum phleoides","4","1",2,"6",37.5,NA,"",0.139833333,"8","Late summer",128.7
"Phleum pratense","Phleum pratense","3","1",3,"6",94.23333333,NA,"",0.453166667,"9","Late summer",174.8516037
"Phleum subulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phragmites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phragmites australis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physalis peruviana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physalis viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physocarpus opulifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phytolacca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phytolacca americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phytolacca dodecandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Picea abies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Picnomon acarna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Picris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
