"accepted_taxa","original_taxa_Ecoflora","Plant.height_m_Ecoflora","Flowering_Ecoflora","Root.depth_m_Ecoflora","Root.type_Ecoflora","Seed.mass_mg_Ecoflora","original_taxa_Biolflor","Flower.color_Biolflor","Flower.pollinator_Biolflor","Flower.sex_Biolflor","Flower.sex.timing_Biolflor","Flower.UV.reflectance_Biolflor","Plant.lifespan_Biolflor","Seed.mass_mg_Biolflor","Seed.length_mm_Biolflor","Strategy_Grime_Biolflor"
"Erigeron floribundus","Erigeron floribundus",1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erigeron glabratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erigeron sumatrensis",NA,NA,NA,NA,NA,NA,"Erigeron sumatrensis","","","","",NA,NA,NA,NA,""
"Erodium","Erodium cicutarium_Erodium moschatum",0.6,"",0.3,"",2.26,"Erodium cicutarium_Erodium danicum_Erodium moschatum","","","","",28.25,NA,NA,2.985,""
"Erodium chium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erodium ciconium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erodium cicutarium","Erodium cicutarium",0.6,"",0.3,"",2.3,"Erodium cicutarium","","","","",28.25,NA,NA,2.97,""
"Erodium cicutarium subsp. cicutarium","Erodium cicutarium",0.6,"",0.3,"",2.3,"Erodium danicum","","","","",NA,NA,NA,NA,""
"Erodium malacoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erodium moschatum","Erodium moschatum",0.6,"",NA,"",2.22,"Erodium moschatum","","","","",NA,NA,NA,3,""
"Eruca vesicaria",NA,NA,NA,NA,NA,NA,"Eruca vesicaria","","","","",39.75,NA,NA,NA,""
"Erucastrum gallicum",NA,NA,NA,NA,NA,NA,"Erucastrum gallicum","","","","",NA,NA,0.181666666666667,1.25,""
"Erucastrum nasturtiifolium",NA,NA,NA,NA,NA,NA,"Erucastrum nasturtiifolium","","","","",NA,NA,0.427666666666667,1.45333333333333,""
"Ervilia hirsuta","Vicia hirsuta",0.45,"",NA,"",6.05666666666667,"Vicia hirsuta","","","","",11.5,NA,7.285,2.28666666666667,""
"Ervilia monanthos",NA,NA,NA,NA,NA,NA,"Vicia articulata","","","","",NA,NA,41.9706666666667,5.19,""
"Ervilia sativa",NA,NA,NA,NA,NA,NA,"Vicia ervilia","","","","",NA,NA,43.889,4.50333333333333,""
"Ervum gracile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ervum pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ervum tetraspermum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eryngium campestre","Eryngium campestre",0.45,"",NA,"",NA,"Eryngium campestre","","","","",11.5,NA,NA,NA,""
"Eryngium maritimum","Eryngium maritimum",0.375,"",1.5,"",14.4,"Eryngium maritimum","","","","",8,NA,NA,NA,""
"Erysimum cheiranthoides","Erysimum cheiranthoides",0.525,"",NA,"",0.265,"Erysimum cheiranthoides","","","","",18.5,NA,NA,1.10666666666667,""
"Erysimum cheiri","Erysimum cheiri_x",0.4,"",NA,"",NA,"Erysimum cheiri_x","","","","",3.5,NA,NA,3.04333333333333,""
"Erysimum incanum subsp. aurigeranum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erysimum repandum",NA,NA,NA,NA,NA,NA,"Erysimum repandum","","","","",NA,NA,NA,1.43,""
"Erythranthe moschata","Erythranthe moschata",0.25,"",NA,"",NA,"Erythranthe moschata","","","","",NA,NA,0.015,0.183333333333333,""
"Eschscholzia californica",NA,NA,NA,NA,NA,NA,"Eschscholzia californica","","","","",3.5,NA,1.745,1.24333333333333,""
"Euonymus europaeus","Euonymus europaeus",4,"",NA,"",38.46,"Euonymus europaeus","","","","",18.5,NA,31.3426666666667,7.11666666666667,""
"Eupatorium cannabinum","Eupatorium cannabinum",0.75,"",NA,"",0.42,"Eupatorium cannabinum","","","","",3.5,NA,NA,NA,""
"Euphorbia","Euphorbia amygdaloides_Euphorbia cyparissias_Euphorbia esula_Euphorbia exigua_Euphorbia helioscopia_Euphorbia peplus_Euphorbia platyphyllos_Euphorbia stricta",0.347916666666667,"",NA,"",2.21216666666667,"Euphorbia amygdaloides_Euphorbia chamaesyce_Euphorbia cyparissias_Euphorbia esula_Euphorbia exigua_Euphorbia falcata_Euphorbia helioscopia_Euphorbia humifusa_Euphorbia lathyris_Euphorbia maculata_Euphorbia peplus_Euphorbia platyphyllos_Euphorbia prostrata_Euphorbia segetalis_Euphorbia stricta_Euphorbia verrucosa","","","","",11.5,NA,4.00624166666667,1.93989417989418,""
"Euphorbia amygdaloides","Euphorbia amygdaloides",0.633333333333333,"",NA,"",4.05,"Euphorbia amygdaloides","","","","",11.5,NA,4.6,2.52285714285714,""
"Euphorbia chamaesyce",NA,NA,NA,NA,NA,NA,"Euphorbia chamaesyce","","","","",NA,NA,0.152,1.21,""
"Euphorbia characias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia cyparissias","Euphorbia cyparissias",0.2,"",NA,"",2.3,"Euphorbia cyparissias","","","","",11.5,NA,2.44533333333333,1.91666666666667,""
"Euphorbia esula","Euphorbia esula",0.55,"",NA,"",2.868,"Euphorbia esula","","","","",11.5,NA,1.559,2.14666666666667,""
"Euphorbia exigua","Euphorbia exigua",0.05,"",NA,"",0.51,"Euphorbia exigua","","","","",11.5,NA,0.453333333333333,1.28333333333333,""
"Euphorbia falcata",NA,NA,NA,NA,NA,NA,"Euphorbia falcata","","","","",NA,NA,0.273,1.53333333333333,""
"Euphorbia flavicoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia helioscopia","Euphorbia helioscopia",0.233333333333333,"",NA,"",3.045,"Euphorbia helioscopia","","","","",11.5,NA,2.3166,2.03666666666667,""
"Euphorbia humifusa",NA,NA,NA,NA,NA,NA,"Euphorbia humifusa","","","","",NA,NA,0.268666666666667,1.17,""
"Euphorbia lathyris",NA,NA,NA,NA,NA,NA,"Euphorbia lathyris","","","","",11.5,NA,38.6672,5.02444444444444,""
"Euphorbia maculata",NA,NA,NA,NA,NA,NA,"Euphorbia maculata","","","","",NA,NA,0.068,0.933333333333333,""
"Euphorbia nicaeensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia peplis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia peplus","Euphorbia peplus",0.166666666666667,"",NA,"",0.5,"Euphorbia peplus","","","","",11.5,NA,0.56725,1.40111111111111,""
"Euphorbia platyphyllos","Euphorbia platyphyllos",0.475,"",NA,"",NA,"Euphorbia platyphyllos","","","","",11.5,NA,1.64666666666667,2.01666666666667,""
"Euphorbia prostrata",NA,NA,NA,NA,NA,NA,"Euphorbia prostrata","","","","",NA,NA,NA,NA,""
"Euphorbia saratoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia segetalis",NA,NA,NA,NA,NA,NA,"Euphorbia segetalis","","","","",NA,NA,NA,2.34333333333333,""
"Euphorbia serrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia stricta","Euphorbia stricta",0.475,"",NA,"",NA,"Euphorbia stricta","","","","",NA,NA,0.614333333333333,1.38,""
"Euphorbia sulcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia taurinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia terracina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia verrucosa",NA,NA,NA,NA,NA,NA,"Euphorbia verrucosa","","","","",11.5,NA,2.456,2.18,""
"Euphrasia","Euphrasia nemorosa_Euphrasia officinalis",0.3875,"",NA,"",0.123333333333333,"Euphrasia nemorosa_Euphrasia officinalis","","","","",7.5,NA,0.129666666666667,1.22666666666667,""
"Euphrasia nemorosa","Euphrasia nemorosa",0.375,"",NA,"",NA,"Euphrasia nemorosa","","","","",NA,NA,0.116666666666667,NA,""
"Euphrasia officinalis","Euphrasia officinalis",0.4,"",NA,"",0.123333333333333,"Euphrasia officinalis","","","","",7.5,NA,0.142666666666667,1.22666666666667,""
"Fabaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fagopyrum esculentum",NA,NA,NA,NA,NA,NA,"Fagopyrum esculentum","","","","",21.5,NA,NA,NA,""
"Fagopyrum tataricum",NA,NA,NA,NA,NA,NA,"Fagopyrum tataricum","","","","",NA,NA,NA,NA,""
"Fagus","Fagus sylvatica",28,"",NA,"",22.5,"Fagus sylvatica","","","","",NA,NA,NA,NA,""
"Fagus sylvatica","Fagus sylvatica",28,"",NA,"",22.5,"Fagus sylvatica","","","","",NA,NA,NA,NA,""
"Falcaria vulgaris",NA,NA,NA,NA,NA,NA,"Falcaria vulgaris","","","","",11.5,NA,NA,NA,""
"Fallopia","Fallopia convolvulus_Fallopia dumetorum",1.375,"",NA,"",1.28,"Fallopia baldschuanica_Fallopia convolvulus_Fallopia dumetorum","","","","",11.5,NA,NA,NA,""
"Fallopia baldschuanica",NA,NA,NA,NA,NA,NA,"Fallopia baldschuanica","","","","",11.5,NA,NA,NA,""
"Fallopia convolvulus","Fallopia convolvulus",0.75,"",NA,"",1.28,"Fallopia convolvulus","","","","",11.5,NA,NA,NA,""
"Fallopia dumetorum","Fallopia dumetorum",2,"",NA,"",NA,"Fallopia dumetorum","","","","",11.5,NA,NA,NA,""
"Fatsia japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Festuca","Festuca lemanii_Festuca longifolia_Festuca ovina_Festuca rubra",0.582083333333333,"",0.216666666666667,"",0.786666666666667,"Festuca amethystina_Festuca ovina_Festuca rubra_Festuca rupicola_Festuca trachyphylla_Festuca valesiaca","","","","",NA,NA,NA,NA,""
"Festuca amethystina",NA,NA,NA,NA,NA,NA,"Festuca amethystina","","","","",NA,NA,NA,NA,""
"Festuca cinerea","Festuca longifolia",0.326666666666667,"",0.3,"",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Festuca lemanii","Festuca lemanii",0.66,"",NA,"",NA,"Festuca trachyphylla","","","","",NA,NA,NA,NA,""
"Festuca ovina","Festuca ovina",0.575,"",0.05,"",0.66,"Festuca ovina","","","","",NA,NA,NA,NA,""
"Festuca rubra","Festuca rubra",0.766666666666667,"",0.3,"",0.9,"Festuca rubra","","","","",NA,NA,NA,NA,""
"Festuca rupicola",NA,NA,NA,NA,NA,NA,"Festuca rupicola","","","","",NA,NA,NA,NA,""
"Festuca valesiaca",NA,NA,NA,NA,NA,NA,"Festuca valesiaca","","","","",NA,NA,NA,NA,""
"Ficaria ambigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficaria grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficaria verna","Ficaria verna",0.05,"",NA,"",1.195,"Ficaria verna","","","","",28.25,NA,NA,NA,""
"Ficus carica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Filago","Filago lutescens_Filago pyramidata_Filago vulgaris",0.230555555555556,"",NA,"",0.04,"Filago arvensis_Filago lutescens_Filago pyramidata_Filago vulgaris","","","","",NA,NA,NA,NA,""
"Filago arvensis",NA,NA,NA,NA,NA,NA,"Filago arvensis","","","","",NA,NA,NA,NA,""
"Filago eriocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Filago germanica","Filago vulgaris",0.266666666666667,"",NA,"",0.03,"Filago vulgaris","","","","",NA,NA,NA,NA,""
"Filago lutescens","Filago lutescens",0.175,"",NA,"",NA,"Filago lutescens","","","","",NA,NA,NA,NA,""
"Filago pyramidata","Filago pyramidata",0.25,"",NA,"",0.05,"Filago pyramidata","","","","",NA,NA,NA,NA,""
"Filipendula ulmaria","Filipendula ulmaria",0.9,"",NA,"",0.99,"Filipendula ulmaria","","","","",11.5,NA,NA,NA,""
"Filipendula vulgaris","Filipendula vulgaris",0.2725,"",0.4,"",NA,"Filipendula vulgaris","","","","",3.5,NA,NA,NA,""
"Foeniculum vulgare","Foeniculum vulgare",2.5,"",NA,"",7.1,"Foeniculum vulgare","","","","",NA,NA,NA,NA,""
"Fragaria","Fragaria vesca",0.05,"",0.05,"",0.31,"Fragaria ananassa_x_Fragaria vesca","","","","",3.5,NA,NA,NA,""
"Fragaria vesca","Fragaria vesca",0.05,"",0.05,"",0.31,"Fragaria vesca","","","","",3.5,NA,NA,NA,""
"Fragaria x ananassa",NA,NA,NA,NA,NA,NA,"Fragaria ananassa_x","","","","",NA,NA,NA,NA,""
"Fraxinus","Fraxinus excelsior",27.6666666666667,"",NA,"",29.3,"Fraxinus excelsior_Fraxinus ornus","","","","",NA,NA,NA,NA,""
"Fraxinus angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus excelsior","Fraxinus excelsior",27.6666666666667,"",NA,"",29.3,"Fraxinus excelsior","","","","",NA,NA,NA,NA,""
"Fraxinus ornus",NA,NA,NA,NA,NA,NA,"Fraxinus ornus","","","","",NA,NA,NA,NA,""
"Fumana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumana ericifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumaria","Fumaria bastardii_Fumaria capreolata_Fumaria densiflora_Fumaria muralis_Fumaria officinalis_Fumaria parviflora_Fumaria vaillantii",1,"",NA,"",3.4,"Fumaria capreolata_Fumaria muralis_Fumaria officinalis_Fumaria parviflora_Fumaria rostellata_Fumaria schleicheri_Fumaria vaillantii","","","","",8.83333333333333,NA,NA,NA,""
"Fumaria agraria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumaria bastardii","Fumaria bastardii",1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumaria capreolata","Fumaria capreolata",1,"",NA,"",NA,"Fumaria capreolata","","","","",3.5,NA,NA,NA,""
"Fumaria densiflora","Fumaria densiflora",1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumaria gaillardotii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumaria muralis","Fumaria muralis",1,"",NA,"",NA,"Fumaria muralis","","","","",NA,NA,NA,NA,""
"Fumaria officinalis","Fumaria officinalis",1,"",NA,"",3.4,"Fumaria officinalis","","","","",11.5,NA,NA,NA,""
"Fumaria parviflora","Fumaria parviflora",1,"",NA,"",NA,"Fumaria parviflora","","","","",NA,NA,NA,NA,""
"Fumaria rostellata",NA,NA,NA,NA,NA,NA,"Fumaria rostellata","","","","",NA,NA,NA,NA,""
"Fumaria schleicheri",NA,NA,NA,NA,NA,NA,"Fumaria schleicheri","","","","",NA,NA,NA,NA,""
"Fumaria vaillantii","Fumaria vaillantii",1,"",NA,"",NA,"Fumaria vaillantii","","","","",11.5,NA,NA,NA,""
"Gagea minima",NA,NA,NA,NA,NA,NA,"Gagea minima","","","","",NA,NA,NA,NA,""
"Gagea pratensis",NA,NA,NA,NA,NA,NA,"Gagea pratensis","","","","",NA,NA,NA,NA,""
"Gagea villosa",NA,NA,NA,NA,NA,NA,"Gagea villosa","","","","",NA,NA,NA,NA,""
"Galactites tomentosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galatella sedifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galega officinalis",NA,NA,NA,NA,NA,NA,"Galega officinalis","","","","",7.5,NA,6.99,3.89666666666667,""
"Galega orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galeopsis","Galeopsis bifida_Galeopsis ladanum_Galeopsis segetum_Galeopsis speciosa_Galeopsis tetrahit",0.486666666666667,"",NA,"",5.21,"Galeopsis bifida_Galeopsis ladanum_Galeopsis pubescens_Galeopsis segetum_Galeopsis speciosa_Galeopsis tetrahit","","","","",11.5,NA,NA,NA,""
"Galeopsis angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galeopsis bifida","Galeopsis bifida",0.55,"",NA,"",NA,"Galeopsis bifida","","","","",NA,NA,NA,NA,""
"Galeopsis ladanum","Galeopsis ladanum",0.333333333333333,"",NA,"",5.4,"Galeopsis ladanum","","","","",18.5,NA,NA,NA,""
"Galeopsis pubescens",NA,NA,NA,NA,NA,NA,"Galeopsis pubescens","","","","",NA,NA,NA,NA,""
"Galeopsis segetum","Galeopsis segetum",0.45,"",NA,"",NA,"Galeopsis segetum","","","","",3.5,NA,NA,NA,""
"Galeopsis speciosa","Galeopsis speciosa",0.55,"",NA,"",5.4,"Galeopsis speciosa","","","","",12.5,NA,NA,NA,""
"Galeopsis tetrahit","Galeopsis tetrahit",0.55,"",NA,"",4.83,"Galeopsis tetrahit","","","","",11.5,NA,NA,NA,""
"Galinsoga","Galinsoga parviflora_Galinsoga quadriradiata",0.328571428571429,"",NA,"",0.26,"Galinsoga parviflora_Galinsoga quadriradiata","","","","",3.5,NA,NA,NA,""
"Galinsoga parviflora","Galinsoga parviflora",0.35,"",NA,"",NA,"Galinsoga parviflora","","","","",3.5,NA,NA,NA,""
"Galinsoga quadriradiata","Galinsoga quadriradiata",0.307142857142857,"",NA,"",0.26,"Galinsoga quadriradiata","","","","",3.5,NA,NA,NA,""
"Galium","Galium aparine_Galium mollugo_Galium odoratum_Galium palustre_Galium parisiense_Galium pumilum_Galium uliginosum_Galium verum",0.508958333333333,"",0.9,"",2.335,"Galium album_Galium aparine_Galium mollugo_Galium odoratum_Galium palustre_Galium parisiense_Galium pumilum_Galium rotundifolium_Galium spurium_Galium tricornutum_Galium uliginosum_Galium verrucosum_Galium verum","","","","",9.9,NA,NA,NA,""
"Galium album",NA,NA,NA,NA,NA,NA,"Galium album","","","","",NA,NA,NA,NA,""
"Galium aparine","Galium aparine",0.675,"",NA,"",6.95,"Galium aparine","","","","",11.5,NA,NA,NA,""
"Galium cinereum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galium corrudifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galium elongatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galium mollugo","Galium mollugo",0.9,"",NA,"",0.71,"Galium mollugo","","","","",11.5,NA,NA,NA,""
"Galium murale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galium odoratum","Galium odoratum",0.3,"",NA,"",4.95,"Galium odoratum","","","","",11.5,NA,NA,NA,""
"Galium palustre","Galium palustre",0.53,"",NA,"",0.91,"Galium palustre","","","","",11.5,NA,NA,NA,""
"Galium parisiense","Galium parisiense",0.2,"",NA,"",0.09,"Galium parisiense","","","","",NA,NA,NA,NA,""
"Galium pumilum","Galium pumilum",0.333333333333333,"",NA,"",NA,"Galium pumilum","","","","",NA,NA,NA,NA,""
"Galium rotundifolium",NA,NA,NA,NA,NA,NA,"Galium rotundifolium","","","","",NA,NA,NA,NA,""
"Galium spurium",NA,NA,NA,NA,NA,NA,"Galium spurium","","","","",NA,NA,NA,NA,""
"Galium tricornutum",NA,NA,NA,NA,NA,NA,"Galium tricornutum","","","","",NA,NA,NA,NA,""
"Galium uliginosum","Galium uliginosum",0.35,"",NA,"",NA,"Galium uliginosum","","","","",NA,NA,NA,NA,""
"Galium verrucosum",NA,NA,NA,NA,NA,NA,"Galium verrucosum","","","","",NA,NA,NA,NA,""
"Galium verum","Galium verum",0.783333333333333,"",0.9,"",0.4,"Galium verum","","","","",3.5,NA,NA,NA,""
"Galium verum subsp. verum","Galium verum",0.783333333333333,"",0.9,"",0.4,"Galium verum","","","","",3.5,NA,NA,NA,""
"Gamochaeta antillana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gastridium ventricosum","Gastridium ventricosum",0.225,"",0.05,"",0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gaudinia fragilis","Gaudinia fragilis",1.2,"",NA,"",NA,"Gaudinia fragilis","","","","",NA,NA,NA,NA,""
"Genista scorpius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Genista sphaerocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geraniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geranium","Geranium columbinum_Geranium dissectum_Geranium molle_Geranium phaeum_Geranium pratense_Geranium purpureum_Geranium pusillum_Geranium pyrenaicum_Geranium robertianum_Geranium rotundifolium",0.339166666666667,"",0.175,"",3.09416666666667,"Geranium columbinum_Geranium dissectum_Geranium molle_Geranium palustre_Geranium phaeum_Geranium pratense_Geranium purpureum_Geranium pusillum_Geranium pyrenaicum_Geranium robertianum_Geranium rotundifolium","","","","",31.453125,NA,2.95416666666667,2.21393939393939,""
"Geranium columbinum","Geranium columbinum",0.266666666666667,"",NA,"",4.35,"Geranium columbinum","","","","",39.75,NA,4,2.26666666666667,""
"Geranium dissectum","Geranium dissectum",0.35,"",NA,"",2.5,"Geranium dissectum","","","","",48,NA,2.68066666666667,1.93333333333333,""
"Geranium molle","Geranium molle",0.25,"",0.05,"",1.16666666666667,"Geranium molle","","","","",NA,NA,1.04666666666667,1.51333333333333,""
"Geranium palustre",NA,NA,NA,NA,NA,NA,"Geranium palustre","","","","",15.875,NA,4.41566666666667,2.47,""
"Geranium phaeum","Geranium phaeum",0.45,"",NA,"",4.5,"Geranium phaeum","","","","",NA,NA,NA,3.22666666666667,""
"Geranium pratense","Geranium pratense",0.55,"",NA,"",9.9,"Geranium pratense","","","","",43.75,NA,7.413,3.22666666666667,""
"Geranium purpureum","Geranium purpureum",0.3,"",NA,"",2.055,"Geranium purpureum","","","","",NA,NA,NA,2.03333333333333,""
"Geranium pusillum","Geranium pusillum",0.25,"",0.3,"",1.1,"Geranium pusillum","","","","",18.5,NA,0.714,1.64333333333333,""
"Geranium pyrenaicum","Geranium pyrenaicum",0.425,"",NA,"",1.7,"Geranium pyrenaicum","","","","",39.75,NA,NA,2.44333333333333,""
"Geranium robertianum","Geranium robertianum",0.3,"",NA,"",1.57,"Geranium robertianum","","","","",33.5,NA,1.14,1.80333333333333,""
"Geranium rotundifolium","Geranium rotundifolium",0.25,"",NA,"",2.1,"Geranium rotundifolium","","","","",12.5,NA,2.22333333333333,1.79333333333333,""
"Geropogon hybridus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geum rivale","Geum rivale",0.333333333333333,"",NA,"",1.42333333333333,"Geum rivale","","","","",33.5,NA,NA,NA,""
"Geum urbanum","Geum urbanum",0.4,"",NA,"",1.885,"Geum urbanum","","","","",33.5,NA,NA,NA,""
"Gladiolus","Gladiolus illyricus",0.375,"",NA,"",NA,"Gladiolus illyricus","","","","",NA,NA,4.109,4.17222222222222,""
"Gladiolus illyricus","Gladiolus illyricus",0.375,"",NA,"",NA,"Gladiolus illyricus","","","","",NA,NA,4.109,4.17222222222222,""
"Gladiolus italicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glaucium corniculatum",NA,NA,NA,NA,NA,NA,"Glaucium corniculatum","","","","",NA,NA,NA,1.35,""
"Glebionis coronaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glebionis segetum","Glebionis segetum",0.4,"",NA,"",1.9,"Glebionis segetum","","","","",3.5,NA,NA,NA,""
"Glechoma hederacea","Glechoma hederacea",0.333333333333333,"",NA,"",0.69,"Glechoma hederacea","","","","",11.5,NA,NA,NA,""
"Glechoma hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gleditsia triacanthos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Globularia bisnagarica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glyceria","Glyceria declinata_Glyceria maxima",0.833333333333333,"",0.3,"",0.7,"Glyceria declinata_Glyceria maxima","","","","",NA,NA,NA,NA,""
"Glyceria declinata","Glyceria declinata",0.6,"",NA,"",NA,"Glyceria declinata","","","","",NA,NA,NA,NA,""
"Glyceria maxima","Glyceria maxima",1.06666666666667,"",0.3,"",0.7,"Glyceria maxima","","","","",NA,NA,NA,NA,""
"Glycine max",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycyrrhiza glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gnaphalium","Gnaphalium uliginosum",0.12,"",NA,"",0.07,"Gnaphalium uliginosum","","","","",3.5,NA,NA,NA,""
"Gnaphalium uliginosum","Gnaphalium uliginosum",0.12,"",NA,"",0.07,"Gnaphalium uliginosum","","","","",3.5,NA,NA,NA,""
"Guizotia abyssinica",NA,NA,NA,NA,NA,NA,"Guizotia abyssinica","","","","",NA,NA,NA,NA,""
"Gypsophila repens",NA,NA,NA,NA,NA,NA,"Gypsophila repens","","","","",NA,NA,0.715,1.5,""
"Gypsophila vaccaria",NA,NA,NA,NA,NA,NA,"Vaccaria hispanica","","","","",76,NA,7.53833333333333,2.16666666666667,""
"Hainardia cylindrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedera","Hedera helix",15.075,"",NA,"",27.7,"Hedera helix","","","","",11.5,NA,20.43,4.70666666666667,""
"Hedera helix","Hedera helix",15.075,"",NA,"",27.7,"Hedera helix","","","","",11.5,NA,20.43,4.70666666666667,""
"Hedypnois rhagadioloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helianthemum apenninum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helianthemum hirtum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helianthemum salicifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helianthus",NA,NA,NA,NA,NA,NA,"Helianthus annuus_Helianthus tuberosus","","","","",30.25,NA,NA,NA,""
"Helianthus annuus",NA,NA,NA,NA,NA,NA,"Helianthus annuus","","","","",28.25,NA,NA,NA,""
"Helianthus petiolaris canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
