"accepted_taxa","original_taxa_YvozValPol","Flower.color_YvozValPol","Flower.class_YvozValPol","Flower.type_YvozValPol","PV.Bees_YvozValPol","PV.Bumblebees_YvozValPol","PV.butterflies_YvozValPol","PV.Hoverflies_YvozValPol","Nectar.quantity_YvozValPol","Pollen.quantity_YvozValPol","Floral.symmetry_YvozValPol","Flower.UV.reflectance.centre_YvozValPol","Flower.UV.reflectanceperiphery_YvozValPol","original_taxa_SPVignes","Flowering.onset_SPVignes","Germination.range_SPVignes","Germination.start_SPVignes","Plant.height_cm_SPVignes","Strategy_Grime_SPVignes","Lifeform_Raunkier_SPVignes","original_taxa_ATVinedivers","Growth.form_ATVinedivers","Strategy.Grime_ATVinedivers","Plant.lifespan_ATVinedivers"
"Crepis vesicaria","Crepis vesicaria","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",6.71,5.82,6.67,7.96,"Present","Plenty","Actinomorphe",3.5,11.5,"Crepis vesicaria l. ssp. taraxacifolia","3","3","1",100,"R / c-r","Hémicryptophytes bisannuels (thérophytes estivaux)",NA,NA,NA,NA
"Crepis vesicaria subsp. taraxacifolia","Crepis vesicaria_Crepis vesicaria subsp. taraxacifolia","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens_Flower heads, asteraceae, only ray flowers",5.7214603155,4.8190157025,6.4569877865,6.739562421,"Plenty_Present","Plenty","Actinomorphe",3.5,22.5,"Crepis vesicaria l. ssp. taraxacifolia","3","3","1",100,"R / c-r","Hémicryptophytes bisannuels (thérophytes estivaux)",NA,NA,NA,NA
"Cruciata glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cruciata laevipes","Cruciata laevipes","Yellow","Flowers with open nectar","Disk flowers with nectar open",1,1,6.25,5.07,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cucurbita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cucurbita pepo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cullen americanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cupressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuscuta","Cuscuta epilinum","White","Flowers with totally hidden nectar","Bell shaped flowers",4.43421181,3.896457553,4.8,4.768423946,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuscuta campestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuscuta epilinum","Cuscuta epilinum","White","Flowers with totally hidden nectar","Bell shaped flowers",4.43421181,3.896457553,4.8,4.768423946,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuscuta monogyna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyanus depressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyanus segetum","Cyanus segetum","Blue","Flowers with totally hidden nectar","Flower heads, asteraceae, only disk flowers",6.91,7.75,7.61,5.53,"Present","Plenty","Actinomorphe",3.5,76,NA,NA,NA,NA,NA,NA,NA,"Centaurea cyanus","H","Cr","A"
"Cydonia oblonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cymbalaria muralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynanchum acutum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynara cardunculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynodon","Cynodon dactylon","Yellow","Wind flowers","Not applicable",1,1,1.13,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Cynodon dactylon","G","Cs","P"
"Cynodon dactylon","Cynodon dactylon","Yellow","Wind flowers","Not applicable",1,1,1.13,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Cynodon dactylon","G","Cs","P"
"Cynoglossum cheirifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynoglossum creticum","Cynoglossum creticum","Blue","Flowers with totally hidden nectar","Flag blossom, fabaceae type",4.407841283,4.626285691,5.79,3.769540594,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynoglossum officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynosurus cristatus","Cynosurus cristatus","Green","Wind flowers","Not applicable",1,1,1.09,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynosurus echinatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus","Cyperus eragrostis_Cyperus esculentus_Cyperus longus_Cyperus rotundus","Brown_Green","Wind flowers","Not applicable",2.1365218775,1.917354779,3.621518702,2.3254518835,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus difformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus eragrostis","Cyperus eragrostis","Green","Wind flowers","Not applicable",2.016703518,1.738623652,3.445902039,2.295492906,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus esculentus","Cyperus esculentus","Green","Wind flowers","Not applicable",2.016703518,1.738623652,3.445902039,2.295492906,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus longus","Cyperus longus","Brown","Wind flowers","Not applicable",2.256340237,2.096085906,3.797135365,2.355410861,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus rotundus","Cyperus rotundus","Brown","Wind flowers","Not applicable",2.256340237,2.096085906,3.797135365,2.355410861,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cytisus scoparius","Cytisus scoparius","Yellow","Hymenoptere flowers","Flag blossom, fabaceae type",4.217991763,4.958455443,6.634044029,2.928196197,"None","Present","Zygomorphe",3.5,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dactylis","Dactylis glomerata","Green","Wind flowers","Not applicable",1,1,1.1,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Dactylis glomerata","G","Csr","P"
"Dactylis glomerata","Dactylis glomerata","Green","Wind flowers","Not applicable",1,1,1.1,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Dactylis glomerata","G","Csr","P"
"Dactylis glomerata subsp. glomerata","Dactylis glomerata","Green","Wind flowers","Not applicable",1,1,1.1,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Dactylis glomerata","G","Csr","P"
"Dasypyrum villosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Datura stramonium","Datura stramonium","White","Butterfly flowers","Funnel flowers",4.44889322,3.991789763,6.186039616,4.677360884,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daucus","Daucus carota","White","Flowers with open nectar","Disk flowers with nectar open",5.41,1,6.33,6.97,"Present","Plenty","Actinomorphe",3.5,3.5,"Daucus carota","5","6","1",80,"S-r / c-s-r","Hémicryptophytes bisannuels","Daucus carota","H","Sr","P"
"Daucus carota","Daucus carota","White","Flowers with open nectar","Disk flowers with nectar open",5.41,1,6.33,6.97,"Present","Plenty","Actinomorphe",3.5,3.5,"Daucus carota","5","6","1",80,"S-r / c-s-r","Hémicryptophytes bisannuels","Daucus carota","H","Sr","P"
"Daucus carota subsp. carota","Daucus carota","White","Flowers with open nectar","Disk flowers with nectar open",5.41,1,6.33,6.97,"Present","Plenty","Actinomorphe",3.5,3.5,"Daucus carota","5","6","1",80,"S-r / c-s-r","Hémicryptophytes bisannuels","Daucus carota","H","Sr","P"
"Daucus crinitus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delphinium","Consolida ajacis_Consolida hispanica_Consolida pubescens_Delphinium consolida_Delphinium halteratum_Delphinium verdunense","Blue_Violet_Yellow","Bumble bee flowers_Flowers with totally hidden nectar_Hymenoptere flowers","Flag blossom, fabaceae type_Lip flowers",2.1127729615,6.4153843425,6.62,1.78684065416667,"Present","None_Plenty","Zygomorphe",11.75,18.4166666666667,NA,NA,NA,NA,NA,NA,NA,"Consolida regalis","H","Sr","A"
"Delphinium ajacis","Consolida ajacis","Violet","Bumble bee flowers","Lip flowers",1,6.67,8.72,1,"Present","None","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delphinium consolida","Delphinium consolida","Blue","Bumble bee flowers","Lip flowers",1,7.07,7.95,1,"Present","Plenty","Zygomorphe",53,53,NA,NA,NA,NA,NA,NA,NA,"Consolida regalis","H","Sr","A"
"Delphinium halteratum","Delphinium halteratum","Yellow","Flowers with totally hidden nectar","Flag blossom, fabaceae type",4.369230315,4.627053703,5.92,3.684592573,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delphinium hispanicum","Consolida hispanica","Violet","Bumble bee flowers","Lip flowers",1,7.55,5.92,1,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delphinium pubescens","Consolida pubescens","Blue","Hymenoptere flowers","Flag blossom, fabaceae type",1,7.55,5.29,1,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delphinium verdunense","Delphinium verdunense","Blue","Hymenoptere flowers","Flag blossom, fabaceae type",4.307407454,5.025252352,5.92,3.036451352,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deschampsia cespitosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Descurainia sophia","Descurainia sophia","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.26,1,6.87,4.57,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dianthus","Dianthus armeria","Purple","Butterfly flowers","Stalk disc flowers, stamina and pistil outside tube",3.943864476,3.526751211,5.618757219,4.179146847,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dianthus armeria","Dianthus armeria","Purple","Butterfly flowers","Stalk disc flowers, stamina and pistil outside tube",3.943864476,3.526751211,5.618757219,4.179146847,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dianthus carthusianorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dianthus carthusianorum subsp. carthusianorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitalis grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitalis purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria","Digitaria ischaemum_Digitaria sanguinalis","Red_Rose","Wind flowers","Not applicable",1,1,2.867932109,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Digitaria sanguinalis","G","R","A"
"Digitaria ischaemum","Digitaria ischaemum","Rose","Wind flowers","Not applicable",1,1,2.852270915,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria sanguinalis","Digitaria sanguinalis","Red","Wind flowers","Not applicable",1,1,2.883593303,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Digitaria sanguinalis","G","R","A"
"Dioscorea communis","Dioscorea communis","Yellow","Flowers with totally hidden nectar","Bell shaped flowers",4.706584121,4.109964555,6.404049129,5.085238354,"Plenty","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplotaxis","Diplotaxis erucoides_Diplotaxis muralis_Diplotaxis tenuifolia","White_Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.80825407433333,3.90097557466667,6.33673842233333,5.575927622,"Present","Plenty_Present","Actinomorphe",3.5,8.83333333333333,"Diplotaxis erucoides","10-5(-9)","1","1",50,"S-r","Thérophytes vernaux","Diplotaxis virgata","H","Cr","B"
"Diplotaxis erucoides","Diplotaxis erucoides","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.800696381,3.921905474,6.344977831,5.532492471,"Present","Plenty","Actinomorphe",3.5,11.5,"Diplotaxis erucoides","10-5(-9)","1","1",50,"S-r","Thérophytes vernaux",NA,NA,NA,NA
"Diplotaxis muralis","Diplotaxis muralis","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.762708873,3.906818952,6.314240087,5.469353864,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplotaxis tenuifolia","Diplotaxis tenuifolia","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.861356969,3.874202298,6.350997349,5.725936531,"Present","Present","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplotaxis viminea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplotaxis virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diplotaxis virgata","H","Cr","B"
"Dipsacus fullonum","Dipsacus fullonum","Violet","Flowers with totally hidden nectar","Flower heads, non-asteraceae",4.77,4.77,6.63,4.77,"Present","None","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dipsacus sativus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dittrichia graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dittrichia viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Draba","Draba verna","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.740319208,4.122164685,6.430627674,5.142854027,"Little","Plenty","Actinomorphe",3.5,11.5,"Erophila verna","2","3","1",15,"S-r","Thérophytes vernaux","Erophila verna","H","Sr","A"
"Draba verna","Draba verna","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.740319208,4.122164685,6.430627674,5.142854027,"Little","Plenty","Actinomorphe",3.5,11.5,"Erophila verna","2","3","1",15,"S-r","Thérophytes vernaux","Erophila verna","H","Sr","A"
"Dryopteris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryopteris filix-mas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dysphania ambrosioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dysphania aristata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecballium elaterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecballium elaterium","H","S","P"
"Echinaria capitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinochloa","Echinochloa colona_Echinochloa crus-galli","Green","Wind flowers","Not applicable",1,1,1.8769708375,1,"None","Plenty","Actinomorphe_Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Echinochloa crus-galli","G","Cr","A"
"Echinochloa colona","Echinochloa colona","Green","Wind flowers","Not applicable",1,1,2.653941675,1,"None","Plenty","Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinochloa crus-galli","Echinochloa crus-galli","Green","Wind flowers","Not applicable",1,1,1.1,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Echinochloa crus-galli","G","Cr","A"
"Echinops ritro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echium","Echium vulgare","Pink","Hymenoptere flowers","Lip flowers",5.88,6.87,9.6,1,"Plenty","Plenty","Zygomorphe",53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echium arenarium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echium asperrimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echium plantagineum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echium vulgare","Echium vulgare","Pink","Hymenoptere flowers","Lip flowers",5.88,6.87,9.6,1,"Plenty","Plenty","Zygomorphe",53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eleocharis palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elymus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elymus caninus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elytrigia","Elytrigia campestris_Elytrigia repens","Green","Wind flowers","Not applicable",1,1,1.856359295,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Elymus repens","G","C","P"
"Elytrigia campestris","Elytrigia campestris","Green","Wind flowers","Not applicable",1,1,2.45271859,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elytrigia elongata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elytrigia intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elytrigia intermedia subsp. intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elytrigia juncea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elytrigia repens","Elytrigia repens","Green","Wind flowers","Not applicable",1,1,1.26,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Elymus repens","G","C","P"
"Ephippiger perforatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium","Epilobium ciliatum_Epilobium hirsutum_Epilobium montanum_Epilobium parviflorum_Epilobium roseum_Epilobium tetragonum","Pink_White","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",4.2420044745,3.83244081633333,6.53270289583333,4.43648082733333,"None_Present","Little_Plenty_Present","Actinomorphe",9.16666666666667,11.8333333333333,NA,NA,NA,NA,NA,NA,NA,"Epilobium sp.","H","Na","P"
"Epilobium ciliatum","Epilobium ciliatum","Pink","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",4.500835699,4.011636987,6.227600354,4.764702011,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium hirsutum","Epilobium hirsutum","Pink","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",4.57,4.31,8.04,4.57,"None","Present","Actinomorphe",21.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium lanceolatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium montanum","Epilobium montanum","Pink","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",3.98250354,3.546087096,5.652415851,4.238220171,"None","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium obscurum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium palustre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium parviflorum","Epilobium parviflorum","Pink","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",3.505463079,2.997093892,5.050754508,3.909173821,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium roseum","Epilobium roseum","White","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",4.723224529,4.229826923,6.485446662,4.966788961,"Present","Little","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epilobium tetragonum","Epilobium tetragonum","Pink","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",4.17,3.9,7.74,4.17,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Epilobium tetragonum","H","Cs","P"
"Epilobium tetragonum subsp. lamyi","Epilobium tetragonum","Pink","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",4.17,3.9,7.74,4.17,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Epilobium tetragonum","H","Cs","P"
"Epilobium tetragonum subsp. tetragonum","Epilobium tetragonum","Pink","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",4.17,3.9,7.74,4.17,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Epilobium tetragonum","H","Cs","P"
"Epipactis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epipactis helleborine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equisetum","Equisetum arvense_Equisetum ramosissimum_Equisetum telmateia","Green_None","Hymenoptere flowers","Flag blossom, fabaceae type",2.1640583,3.97274232,6.1359941,-0.27884239,"None_Present","None","No flower_Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Equisetum arvense","H","Cr","P"
"Equisetum arvense","Equisetum arvense","None","Hymenoptere flowers","Flag blossom, fabaceae type",1,1,6.22,1,"None","None","No flower",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Equisetum arvense","H","Cr","P"
"Equisetum palustre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equisetum ramosissimum","Equisetum ramosissimum","Green","Hymenoptere flowers","Flag blossom, fabaceae type",2.74608745,5.45911348,6.09399115,-0.918263585,"Present","None","Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equisetum sylvaticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equisetum telmateia","Equisetum telmateia","Green","Hymenoptere flowers","Flag blossom, fabaceae type",2.74608745,5.45911348,6.09399115,-0.918263585,"Present","None","Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis barrelieri","Eragrostis barrelieri","Green","Wind flowers","Not applicable",1,1,2.458076092,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis cilianensis","Eragrostis cilianensis","Green","Wind flowers","Not applicable",1,1,2.458076092,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eragrostis minor","Eragrostis minor","Green","Wind flowers","Not applicable",1,1,2.458076092,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
