"accepted_taxa","original_taxa_GIFT","Dispersal.mode_1_GIFT","Dispersal.mode_2_GIFT","Flower.color_GIFT","Flower.length_max_cm_GIFT","Flower.length_min_cm_GIFT","Flower.width_max_cm_GIFT","Flower.width_min_cm_GIFT","Fruit.colour_GIFT","Growth.form_1_GIFT","Growth.form_2_GIFT","Inflorescence_GIFT","Leaf.length_cm_GIFT","Leaf.area_cm2_GIFT","Leaf.width_cm_GIFT","Lifecycle_GIFT","Photosynthetic.pathway_GIFT","Plant.height_max_m_GIFT","Plant.height_mean_m_GIFT","Plant.height_min_m_GIFT","Pollination.syndrome_1_GIFT","Pollination.syndrome_2_GIFT","Pollination.syndrome_3_GIFT","Seed.mass_g_GIFT","SLA_cm2.g-1_GIFT"
"Cyphostemma adenocaule","Cyphostemma adenocaule","Zoochorous","Endozoochorous","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",NA,4,NA,"","","",0.02448,NA
"Cyphostemma adenopodum","Cyphostemma adenopodum","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Cyphostemma cymosum","Cyphostemma cymosum","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",NA,NA,NA,"","","",NA,NA
"Cyrtococcum chaetophoron","Cyrtococcum chaetophoron","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",1,NA,NA,"","","",NA,NA
"Dactylis glomerata","Dactylis glomerata","","","",0.4,NA,NA,NA,"","Herb","","Panicle",NA,14.49,0.5,"Perennial","C3",1.4,0.704666666666667,0.2,"Abiotic","Wind","Wind",0.000918702666666667,247.66
"Dactyloctenium aegyptium","Dactyloctenium aegyptium","Zoochorous","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",1,0.475,0,"Abiotic","Wind","Wind",0.0002437355,NA
"Dalbergia heudelotii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalbergia hostilis","Dalbergia hostilis","","","",NA,NA,NA,NA,"","","Shrub","",NA,NA,NA,"","",NA,NA,NA,"","","",0.01707,NA
"Dalbergia oblongifolia","Dalbergia oblongifolia","","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Dalbergia saxatilis","Dalbergia saxatilis","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"","C3",NA,15,NA,"","","",NA,NA
"Dalbergiella welwitschii","Dalbergiella welwitschii","","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"","",NA,10,NA,"","","",NA,NA
"Dalechampia","Dalechampia ipomoeifolia_Dalechampia scandens","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",3,4.5,0.4,"Biotic","Insect","Bee",0.02206,NA
"Dalechampia ipomoeifolia","Dalechampia ipomoeifolia","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"","",NA,7,NA,"Biotic","Insect","Bee",NA,NA
"Dalechampia scandens","Dalechampia scandens","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",3,2,0.4,"","","",0.02206,NA
"Daniellia oliveri","Daniellia oliveri","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",30.48037064,20,NA,"","","",1.234465,NA
"Danthonia decumbens","Danthonia decumbens","Zoochorous","Myrmecochorous","",NA,NA,NA,NA,"","Herb","","",NA,3.78,0.2,"Perennial","C3",0.7,0.185,0.15,"Abiotic","Wind","Wind",0.001383125,169.42
"Datura","Datura innoxia_Datura stramonium","","","White",13,10.5,NA,NA,"","Herb","","",NA,147.39875,11.5,"Annual","C3",2,1.084375,0.225,"Biotic","Insect","Insect",0.0128770316666666,283.03
"Datura innoxia","Datura innoxia","","","White",16.5,14,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C3",2,1,0.3,"Biotic","Insect","Insect",0.0167287373333333,NA
"Datura stramonium","Datura stramonium","","","White",9.5,7,NA,NA,"","Herb","","",NA,147.39875,11.5,"Annual","C3",2,1.16875,0.15,"Biotic","Insect","",0.009025326,283.03
"Daucus carota","Daucus carota","Zoochorous","","",NA,NA,NA,NA,"","Herb","","Umbel",NA,NA,NA,"Biennial","C3",1.79,0.572666666666667,0.15,"Biotic","Insect","",0.0010029375,197.63
"Deinbollia pinnata","Deinbollia pinnata","","","",NA,NA,NA,NA,"","Shrub","","",NA,NA,NA,"","",NA,NA,1.219214826,"","","",NA,NA
"Delonix regia","Delonix regia","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",15,15,5,"Biotic","Insect","Bee",0.4562135,NA
"Desmanthus virgatus","Desmanthus virgatus","","","White",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",3,0.61,0.5,"","","",0.00563028575,NA
"Desmodium","Desmodium distortum_Desmodium incanum_Desmodium intortum_Desmodium scorpiurus_Desmodium tortuosum_Desmodium uncinatum","Zoochorous","","",NA,NA,NA,NA,"","Herb","Forb_Herb_Subshrub","",NA,NA,NA,"Annual_Perennial","C3",1.41666666666667,1.76666666666667,0.2,"","","",0.0030224714,NA
"Desmodium distortum","Desmodium distortum","","","",NA,NA,NA,NA,"","","Herb","",NA,NA,NA,"Perennial","C3",2.5,2,NA,"","","",0.00433,NA
"Desmodium incanum","Desmodium incanum","Zoochorous","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",1.5,1.2,0.2,"","","",0.000974,NA
"Desmodium intortum","Desmodium intortum","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Annual","C3",1,NA,0.3,"","","",NA,NA
"Desmodium scorpiurus","Desmodium scorpiurus","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","C3",0.6,NA,NA,"","","",0.00231,NA
"Desmodium tortuosum","Desmodium tortuosum","Zoochorous","","",NA,NA,NA,NA,"","Herb","Subshrub","",NA,NA,NA,"Perennial","C3",2,2.1,0,"","","",0.002553357,NA
"Desmodium uncinatum","Desmodium uncinatum","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",0.9,NA,0.3,"","","",0.004945,NA
"Detarium microcarpum","Detarium microcarpum","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",9.144111192,6,NA,"Biotic","Insect","Insect",4.94226,NA
"Dialium guineense","Dialium guineense","Zoochorous","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",18.28822238,11.5,NA,"","","",0.132216667,NA
"Dichanthium annulatum","Dichanthium annulatum","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",1,NA,0.5,"","","",0.000418,NA
"Dichanthium caricosum","Dichanthium caricosum","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Perennial","",1,NA,NA,"","","",NA,NA
"Dichapetalum filicaule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dichapetalum madagascariense","Dichapetalum madagascariense","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"","",NA,3.786027798,NA,"","","",NA,NA
"Dichrocephala integrifolia","Dichrocephala integrifolia","Zoochorous","Epizoochorous","",NA,NA,NA,NA,"","Herb","Herb","",7.5,NA,3.25,"Annual","",1.5,1,0.1,"","","",8e-05,NA
"Dichrostachys cinerea","Dichrostachys cinerea","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",15,6.66666666666667,0.5,"Biotic","","",0.02534325,NA
"Dicliptera elliotii","Dicliptera elliotii","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",NA,0.304803706,NA,"","","",NA,NA
"Dicliptera paniculata","Dicliptera paniculata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",2,NA,0.5,"","","",0.00105,NA
"Dicoma tomentosa","Dicoma tomentosa","Anemochorous","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","C3",1,0.5,NA,"","","",0.003026667,NA
"Digitalis purpurea","Digitalis purpurea","","","",5,4,NA,NA,"","Herb","","",10,322.04,7.8,"","C3",2.5,1.096,0.3,"Biotic","Insect","Bee",8.78333333333333e-05,167.33
"Digitaria","Digitaria acuminatissima_Digitaria argillacea_Digitaria bicornis_Digitaria ciliaris_Digitaria delicatula_Digitaria diagonalis_Digitaria eriantha_Digitaria fuscescens_Digitaria gayana_Digitaria horizontalis_Digitaria humbertii_Digitaria insularis_Digitaria longiflora_Digitaria radicosa_Digitaria sanguinalis","Anemochorous_Unspecialized","Unspecialized","Brown",4.685,1.6,NA,NA,"","Herb","Graminoid_Herb","Raceme_Spike",NA,2.9025,0.5,"Annual_Perennial","C4",1.19454545454545,0.537142857142857,0.3025,"Abiotic","Wind","Wind",0.000574995074074074,352.5
"Digitaria acuminatissima","Digitaria acuminatissima","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","",1.2,NA,0.6,"","","",NA,NA
"Digitaria argillacea","Digitaria argillacea","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","",NA,0.6,NA,"","","",0.00038,NA
"Digitaria bicornis","Digitaria bicornis","Anemochorous","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",1,NA,0,"","","",NA,NA
"Digitaria ciliaris","Digitaria ciliaris","Unspecialized","","",0.37,0.2,NA,NA,"","Herb","","Raceme",NA,NA,0.4,"Annual","C4",1,0.3,0.02,"Abiotic","Wind","",0.000570555666666667,NA
"Digitaria delicatula","Digitaria delicatula","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",NA,0.6,NA,"","","",NA,NA
"Digitaria diagonalis","Digitaria diagonalis","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Perennial","C4",3,1.2,1,"","","",0.000332,NA
"Digitaria eriantha","Digitaria eriantha","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",1.39,0.61,NA,"","","",0.00087,NA
"Digitaria fuscescens","Digitaria fuscescens","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"","",0.4,NA,NA,"","","",NA,NA
"Digitaria gayana","Digitaria gayana","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","C4",0.9,NA,0.3,"","","",6e-04,NA
"Digitaria horizontalis","Digitaria horizontalis","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",1.5,NA,0.3,"","","",0.00063,NA
"Digitaria humbertii","Digitaria humbertii","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Digitaria insularis","Digitaria insularis","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",NA,NA,NA,"","","",0.00045,NA
"Digitaria longiflora","Digitaria longiflora","Unspecialized","Unspecialized","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"","C4",1,NA,0.1,"","","",0.00068,NA
"Digitaria radicosa","Digitaria radicosa","","","",9,3,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","",0.6,0.23,NA,"","","",NA,NA
"Digitaria sanguinalis","Digitaria sanguinalis","","","Brown",NA,NA,NA,NA,"","Herb","","Spike",NA,2.9025,0.6,"Annual","C4",1.15,0.22,0.1,"Abiotic","Wind","Wind",0.0006624,352.5
"Dimetia capitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dinebra perrieri","Dinebra perrieri","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Dinebra retroflexa","Dinebra retroflexa","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","C4",0.89,NA,0.12,"","","",0.0022,NA
"Diodia","Diodia rubricosa","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",0.609607413,NA,NA,"","","",NA,NA
"Diodia rubricosa","Diodia rubricosa","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",0.609607413,NA,NA,"","","",NA,NA
"Dioscorea","Dioscorea alata_Dioscorea antaly_Dioscorea bulbifera_Dioscorea cayenensis_Dioscorea dumetorum_Dioscorea minutiflora_Dioscorea praehensilis_Dioscorea preussii_Dioscorea quartiniana_Dioscorea sagittifolia_Dioscorea smilacifolia_Dioscorea togoensis","Anemochorous_Autochorous","Anemochorous_Autochorous","",NA,NA,NA,NA,"","Herb_Shrub","Forb_Herb","",NA,NA,NA,"Perennial","C3",7.68166300875,8.26453636586364,3.06943428425,"","","",0.0127375,NA
"Dioscorea alata","Dioscorea alata","Autochorous","","",NA,NA,NA,NA,"","Shrub","Forb","",NA,NA,NA,"Perennial","C3",10,15,1,"","","",NA,NA
"Dioscorea antaly","Dioscorea antaly","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",NA,NA,NA,"","","",0.01982,NA
"Dioscorea bulbifera","Dioscorea bulbifera","Autochorous","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","C3",10,11,1,"","","",0.00568,NA
"Dioscorea cayenensis","Dioscorea cayenensis","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","",NA,10.6666666666667,NA,"","","",NA,NA
"Dioscorea dumetorum","Dioscorea dumetorum","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",NA,5.91441111933333,NA,"","","",NA,NA
"Dioscorea minutiflora","Dioscorea minutiflora","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","",9.144111192,8,3.657644477,"","","",NA,NA
"Dioscorea praehensilis","Dioscorea praehensilis","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",7.62009266,9,4.572055596,"","","",0.00825,NA
"Dioscorea preussii","Dioscorea preussii","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",9.144111192,15,6.096074128,"","","",NA,NA
"Dioscorea quartiniana","Dioscorea quartiniana","Autochorous","Autochorous","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",6.096074128,5,4.572055596,"","","",0.0172,NA
"Dioscorea sagittifolia lecardii","Dioscorea sagittifolia","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",7.62009266,6,3.048037064,"","","",NA,NA
"Dioscorea smilacifolia","Dioscorea smilacifolia","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",NA,3.3288222385,NA,"","","",NA,NA
"Dioscorea togoensis","Dioscorea togoensis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",1.828822238,2,0.609607413,"","","",NA,NA
"Dioscoreophyllum volkensii","Dioscoreophyllum volkensii","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"","",NA,2.414411119,NA,"","","",NA,NA
"Diospyros mespiliformis","Diospyros mespiliformis","Zoochorous","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",27.43233358,22.5,2,"Biotic","Insect","Bee",0.350846,NA
"Diospyros monbuttensis","Diospyros monbuttensis","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",9.144111192,10,NA,"","","",NA,NA
"Diplachne fusca","Diplachne fusca","Anemochorous","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",1.54,1,0.22,"","","",0.000465777666666667,NA
"Diplotaxis tenuifolia","Diplotaxis tenuifolia","Anemochorous","","Yellow",1.2,0.8,NA,NA,"","Herb","","",NA,22.96,2.5,"Perennial","",1.2,0.5,0.2,"Biotic","Insect","Insect",0.000296,224.5
"Discoglypremna caloneura","Discoglypremna caloneura","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",27.43233358,22.5,NA,"","","",NA,NA
"Dissotis","Dissotis grandiflora","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"","",1.524018532,NA,0.304803706,"","","",NA,NA
"Dissotis grandiflora","Dissotis grandiflora","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"","",1.524018532,NA,0.304803706,"","","",NA,NA
"Distemonanthus benthamianus","Distemonanthus benthamianus","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",36.57644477,35,NA,"","","",NA,NA
"Distimake aegyptius","Distimake aegyptius","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Annual","C3",NA,5,NA,"","","",0.05164,NA
"Distimake cissoides","Distimake cissoides","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"","","",0.0454,NA
"Distimake dissectus","Distimake dissectus","Hydrochorous","Hydrochorous","",NA,NA,NA,NA,"","Herb","Forb","",6.25,NA,1.75,"Perennial","",20,NA,1,"","","",0.13139,NA
"Distimake kentrocaulos","Distimake kentrocaulos","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"","","",NA,NA
"Distimake quinquefolius","Distimake quinquefolius","","","",NA,NA,NA,NA,"","","Forb","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"","","",0.020585,NA
"Dolichandra unguis-cati","Dolichandra unguis-cati","Anemochorous","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"","","",0.067365,NA
"Dracaena mannii","Dracaena mannii","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",5,11.048037064,2,"Biotic","Insect","Bee",1.22724,NA
"Drimia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drymaria cordata","Drymaria cordata","Unspecialized","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C3",1.5,1,0.25,"","","",0.00019,NA
"Dysphania ambrosioides","Dysphania ambrosioides","Unspecialized","","",NA,NA,NA,NA,"","Herb","","",NA,12.0125,3,"","C3",1.8,0.774,0.2,"Abiotic","Wind","Wind",0.000530375,277.9
"Echinochloa callopus","Echinochloa callopus","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",1,NA,NA,"","","",NA,NA
"Echinochloa colonum","Echinochloa colonum","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",1.5,0.67,0,"Abiotic","Wind","Wind",0.00188859266666667,NA
"Echinochloa crus-galli","Echinochloa crus-galli","","","",NA,NA,NA,NA,"","Herb","","",NA,22.64625,1.15,"Annual","C4",1.5,0.76875,0.1,"Abiotic","Wind","Wind",0.00173484833333333,280.87
"Echinochloa crus-pavonis","Echinochloa crus-pavonis","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,0.9,"Annual","C4",2,0.65,1,"Abiotic","Wind","",NA,NA
"Echinochloa obtusiflora","Echinochloa obtusiflora","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",1,0.5,NA,"Abiotic","Wind","Wind",NA,NA
"Echinochloa polystachya","Echinochloa polystachya","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",3,NA,NA,"","","",NA,NA
"Echinochloa pyramidalis","Echinochloa pyramidalis","Unspecialized","Unspecialized","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Perennial","C4",4.5,NA,0.4,"","","",0.0011,NA
"Echinochloa stagnina","Echinochloa stagnina","Hydrochorous","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"","C4",2,1.5,NA,"","","",0.002523333,NA
"Echinops mildbraedii","Echinops mildbraedii","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",0.914411119,NA,0.609607413,"","","",NA,NA
"Eclipta prostrata","Eclipta prostrata","Anemochorous","Anemochorous","White",0.25,0.1,NA,NA,"","Herb","","",6.5,NA,1.5,"Annual","",1,0.666666666666667,0,"","","",0.00144803333333333,NA
"Ehretia cymosa","Ehretia cymosa","Zoochorous","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",6.096074128,10.75,2,"Biotic","Insect","Bee",0.00454,NA
"Ehretia trachyphylla","Ehretia trachyphylla","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Elaeis guineensis","Elaeis guineensis","Zoochorous","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",20,13.3333333333333,NA,"Biotic","Insect","Insect",2.2109375,9.2
"Eleocharis","Eleocharis complanata_Eleocharis filiculmis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual_Perennial","",NA,NA,NA,"","","",NA,NA
"Eleocharis complanata","Eleocharis complanata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",NA,NA,NA,"","","",NA,NA
"Eleocharis filiculmis","Eleocharis filiculmis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",NA,NA,NA,"","","",NA,NA
"Elephantopus mollis","Elephantopus mollis","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",2.438429651,NA,0.3,"","","",0.001165,NA
"Elephantopus scaber","Elephantopus scaber","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","","",11.5,NA,3,"Perennial","C3",1,0.8,0,"","","",0.00164,NA
"Eleusine indica","Eleusine indica","","","Violet",0.35,0.3,NA,NA,"","Herb","","Spike",NA,2.8825,0.5,"Annual","C4",0.9,0.35,0,"Abiotic","Wind","Wind",0.000416354333333333,242
"Eleutheranthera ruderalis","Eleutheranthera ruderalis","Zoochorous","Epizoochorous","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Annual","",0.75,NA,0,"","","",NA,NA
"Elymandra androphila","Elymandra androphila","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",2.5,NA,NA,"","","",NA,NA
"Elytraria marginata","Elytraria marginata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",0.228600457,NA,NA,"","","",NA,NA
"Elytraria maritima","Elytraria maritima","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",NA,NA,NA,"","","",NA,NA
"Emilia coccinea","Emilia coccinea","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","Forb","",6,NA,2.25,"Annual","C3",1,0.55,0.2,"Biotic","Insect","Insect",NA,NA
"Emilia fosbergii","Emilia fosbergii","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","",1,NA,0.2,"","","",NA,NA
"Emilia praetermissa","Emilia praetermissa","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",0.914411119,1,0.609607413,"","","",NA,NA
"Emilia sonchifolia","Emilia sonchifolia","Anemochorous","Anemochorous","Violet",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Annual","",0.9,0.352401853,0,"Biotic","Insect","Insect",NA,NA
"Enneapogon cenchroides","Enneapogon cenchroides","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"","C4",1,NA,NA,"","","",0.000236667,NA
"Entada africana","Entada africana","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",6.096074128,6,NA,"","","",0.164705,NA
"Enteropogon prieurii","Enteropogon prieurii","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","C4",0.5,0.45,NA,"","","",0.00056,NA
"Equisetum","Equisetum ramosissimum","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","C3",1.51,0.9,0.2,"Abiotic","Wind","Wind",NA,NA
"Equisetum ramosissimum","Equisetum ramosissimum","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","C3",1.51,0.9,0.2,"Abiotic","Wind","Wind",NA,NA
"Eragrostis aspera","Eragrostis aspera","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",0.9,NA,0.3,"","","",3.67e-05,NA
"Eragrostis atrovirens","Eragrostis atrovirens","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Perennial","C4",1.2,0.8,NA,"Abiotic","Wind","Wind",0.00013,NA
"Eragrostis cilianensis","Eragrostis cilianensis","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,0.4,"Annual","C4",0.9,0.303333333333333,0.1,"Abiotic","Wind","Wind",7.13333333333333e-05,NA
"Eragrostis ciliaris","Eragrostis ciliaris","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",0.6,0.45,0.15,"Abiotic","Wind","Wind",1.93e-05,NA
"Eragrostis gangetica","Eragrostis gangetica","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","C4",0.8,0.3,0.15,"","","",4.5e-05,NA
"Eragrostis macilenta","Eragrostis macilenta","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",0.6,NA,0.4,"","","",NA,NA
"Eragrostis minor","Eragrostis minor","","","",NA,NA,NA,NA,"","Herb","","",NA,1.1809,NA,"Annual","C4",0.6,0.2625,0.05,"Abiotic","Wind","Wind",8.51e-05,358.67
"Eragrostis pilosa","Eragrostis pilosa","Anemochorous","","",NA,NA,NA,NA,"","Herb","","",NA,5.5075,NA,"Annual","C4",0.69,0.35,0.05,"Abiotic","Wind","Wind",6.0375e-05,335.35
"Eragrostis squamata","Eragrostis squamata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",1.2,NA,0.3,"","","",NA,NA
"Eragrostis tenella","Eragrostis tenella","Unspecialized","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",0.5,NA,0,"","","",NA,NA
"Eragrostis tenuifolia","Eragrostis tenuifolia","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",0.92,0.6,0.17,"","","",0.0001265,NA
"Eragrostis tremula","Eragrostis tremula","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","C4",0.9,0.8,0.6,"","","",5.1e-05,NA
"Eragrostis turgida","Eragrostis turgida","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",0.6,0.5,0.15,"","","",0.00019,NA
"Eragrostis unioloides","Eragrostis unioloides","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","C4",0.5,NA,0.05,"","","",NA,NA
"Eragrostis viscosa","Eragrostis viscosa","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",0.6,0.3,0.06,"","","",2.25e-05,NA
"Eragrotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erechtites hieraciifolius","Erechtites hieraciifolius","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","","",NA,NA,0.5,"Annual","C3",2,NA,0.5,"Abiotic","Wind","",0.000560111,NA
