"accepted_taxa","original_taxa_Groot","Root.lateral.spread_cm.yr-1_Groot","Root.diameter_mm_Groot","Root.C.concentration_Groot","Root.C.N.ratio_Groot","Root.dry.matter_Groot","Root.length.density_cm.cm-3_Groot","Root.mass.fraction_Groot","Root.mycorrhizal.colonization_Groot","Root.N.concentration_Groot","Root.tissue.density_g.cm-3_Groot","Root.depth_m_Groot","Specific.root.length_m.g-1_Groot"
"Salacia pallescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salomonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvadora persica","Salvadora persica",NA,NA,NA,NA,NA,NA,0.1975,NA,NA,NA,NA,NA
"Salvia rosmarinus","Rosmarinus officinalis",NA,0.424333333333333,NA,NA,0.280071844,NA,0.2689027475,31.825,NA,0.534580651333333,NA,11.791323485
"Salvinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvinia auriculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvinia nymphellula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samanea saman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sauvagesia erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scadoxus multiflorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scepocarpus keayi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schinus terebinthifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schizachyrium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schizachyrium exile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schizachyrium platyphyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoenoplectiella mucronata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoenoplectiella senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schwenckia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleria boivinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleria cyperina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleria depressa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleria gaertneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleria pergracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleromitrion diffusum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleromitrion tenelliflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scoparia dulcis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Secamone afzelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Secamone punctulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sechium edule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Securidaca longepedunculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia pentagona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senna","Senna hirsuta_Senna obtusifolia_Senna occidentalis_Senna siamea",NA,NA,472.13,62.5,NA,NA,0.276666666666667,69.86,7.6,NA,0.9,NA
"Senna alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senna hirsuta","Senna hirsuta",NA,NA,NA,NA,NA,NA,NA,70.47,NA,NA,NA,NA
"Senna obtusifolia","Senna obtusifolia",NA,NA,NA,NA,NA,NA,0.276666666666667,NA,NA,NA,NA,NA
"Senna occidentalis","Senna occidentalis",NA,NA,NA,NA,NA,NA,NA,69.25,NA,NA,NA,NA
"Senna siamea","Senna siamea",NA,NA,472.13,62.5,NA,NA,NA,NA,7.6,NA,0.9,NA
"Senna tora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesamum indicum","Sesamum indicum",NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA
"Sesamum radiatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesamum sesamoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania","Sesbania bispinosa_Sesbania herbacea_Sesbania sesban",NA,NA,509.22,36.9,NA,NA,0.2,76.12,13.8,NA,NA,NA
"Sesbania bispinosa","Sesbania bispinosa",NA,NA,509.22,36.9,NA,NA,NA,76.12,13.8,NA,NA,NA
"Sesbania cannabina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania herbacea","Sesbania herbacea",NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA
"Sesbania microphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania pachycarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania rostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania sericea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania sesban","Sesbania sesban",NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA
"Sesbania sesban punctata","Sesbania sesban",NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA
"Sesbania sudanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesuvium portulacastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria","Setaria pumila_Setaria viridis",NA,NA,NA,NA,NA,NA,0.331666666666667,59.3225,4.29333333333333,NA,NA,39.2866666666667
"Setaria barbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria geminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria longiseta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria megaphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria palmifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria pumila","Setaria pumila",NA,NA,NA,NA,NA,NA,NA,58.645,NA,NA,NA,NA
"Setaria sphacelata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria viridis","Setaria viridis",NA,NA,NA,NA,NA,NA,0.331666666666667,60,4.29333333333333,NA,NA,39.2866666666667
"Sicyos angulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida","Sida acuta_Sida cordifolia",NA,0.408,429.4,48.51977401,0.3956,NA,NA,54.37,8.85,NA,NA,19.09
"Sida acuta","Sida acuta",NA,0.408,429.4,48.51977401,0.3956,NA,NA,NA,8.85,NA,NA,19.09
"Sida alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida cordifolia","Sida cordifolia",NA,NA,NA,NA,NA,NA,NA,54.37,NA,NA,NA,NA
"Sida glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida glutinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida hyssopifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida linifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida rhombifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida spinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida ulmifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida urens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela coeruleorosea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela hirta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela monophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela rutidosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sigesbeckia orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siphonochilus aethiopicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisyrinchium micranthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax anceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum","Solanum lycopersicum_Solanum melongena_Solanum nigrum",NA,0.4305,419.6,34.08610885,0.115286071428571,NA,0.27252906162465,51.155,25.3889583333334,0.036,NA,208.533666666667
"Solanum americanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum anguivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum cerasiferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum donianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum erianthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum lycopersicum","Solanum lycopersicum",NA,NA,NA,NA,0.0577721428571429,NA,0.1890581232493,NA,38.4679166666667,NA,NA,399.5
"Solanum mauritianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum melongena","Solanum melongena",NA,0.448,NA,NA,NA,NA,0.356,69.31,NA,0.036,NA,184.021
"Solanum nigrum","Solanum nigrum",NA,0.413,419.6,34.08610885,0.1728,NA,NA,33,12.31,NA,NA,42.08
"Solanum seaforthianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum subinerme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum torvum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum violaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus asper","Sonchus asper",NA,0.1419,NA,NA,NA,NA,0.507102498444444,40,NA,0.301036269,NA,223.2180487
"Sonchus oleraceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sopubia parviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum","Sorghum ×",NA,0.429,NA,NA,NA,NA,0.498,NA,NA,0.069,NA,103.672
"Sorghum arundinaceum","Sorghum arundinaceum",NA,NA,NA,NA,NA,NA,0.713333333333333,NA,NA,NA,NA,NA
"Sorghum bicolor","Sorghum bicolor",NA,0.414,NA,NA,NA,NA,0.50725,0,NA,0.062,NA,128.054
"Sorghum halepense","Sorghum halepense",13,NA,NA,NA,NA,NA,0.31125,50,NA,NA,NA,NA
"Spathodea campanulata","Spathodea campanulata",NA,0.431833333,428.4883881,NA,NA,NA,NA,NA,19.43592548,0.417162842,NA,6.562869291
"Spergula arvensis","Spergula arvensis",NA,NA,NA,NA,NA,NA,0.1107776316,0,NA,NA,NA,NA
"Spermacoce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce chaetocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce confusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce filifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce intricans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce ocymoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce ruelliae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce stachydea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce tenuior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeranthus flexuosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeranthus senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeropteris cooperi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphagneticola trilobata","Sphagneticola trilobata",NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA
"Sphenocentrum jollyanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphenoclea zeylanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spigelia anthelmia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes costata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes urens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spirodela polyrhiza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spondias mombin","Spondias mombin",NA,NA,NA,NA,NA,NA,0.399940341416667,43.530814814963,NA,NA,NA,NA
"Sporobolus","Sporobolus indicus_Sporobolus pyramidalis",NA,0.3,454.7,NA,NA,NA,NA,24.65,4.1,0.64,NA,NA
"Sporobolus africanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus cordofanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus festivus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus indicus","Sporobolus indicus",NA,NA,NA,NA,NA,NA,NA,24.65,NA,NA,NA,NA
"Sporobolus microprotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus paniculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus pyramidalis","Sporobolus pyramidalis",NA,0.3,454.7,NA,NA,NA,NA,NA,4.1,0.64,NA,NA
"Sporobolus robustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta cayennensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta jamaicensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta urticifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steinchisma laxum","Panicum laxum",NA,NA,NA,NA,NA,NA,0.3225,NA,NA,NA,NA,NA
"Stellaria media","Stellaria media",NA,0.177716666666667,NA,NA,0.0945,NA,0.326914185844444,NA,21.1,0.207317073,NA,182.97789865
"Stemodia verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenotaphrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenotaphrum dimidiatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephostachys mertensii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sterculia setigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sterculia tragacantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stigmaphyllon sinuatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga asiatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga hermonthica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strophanthus hispidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strophanthus sarmentosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Struchium sparganophorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strychnos spinosa","Strychnos spinosa",NA,NA,NA,NA,NA,NA,0.4885,NA,NA,NA,NA,NA
"Stylochaeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton hypogeum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton lancifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes","Stylosanthes guianensis",NA,NA,NA,NA,NA,NA,NA,13,11.5,0.196,NA,3.94
"Stylosanthes erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes guianensis","Stylosanthes guianensis",NA,NA,NA,NA,NA,NA,NA,13,11.5,0.196,NA,3.94
"Symphyotrichum squamatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Synedrella nodiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syzygium samarangense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabebuia pallida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tacca leontopetaloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagetes","Tagetes erecta",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA
"Tagetes erecta","Tagetes erecta",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA
"Talinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Talinum fruticosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamarindus indica","Tamarindus indica",NA,0.313233333,438.7056096,NA,NA,NA,NA,NA,9.647481839,0.667071995,NA,9.693172709
"Tamarix senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tarenaya aculeata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tectona grandis","Tectona grandis",NA,NA,470,NA,NA,NA,0.2625,62.15,NA,NA,2.3,NA
"Telosma africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia","Tephrosia purpurea",NA,NA,NA,NA,NA,NA,NA,76.27,NA,NA,NA,NA
"Tephrosia bracteolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia flexuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia noctiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia pedicellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia platycarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia purpurea","Tephrosia purpurea",NA,NA,NA,NA,NA,NA,NA,76.27,NA,NA,NA,NA
"Tephrosia vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teramnus labialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia leiocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia schimperiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetracera alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetradenia riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetragonia tetragonioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thalia geniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thaumatococcus daniellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thelepogon elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Themeda quadrivalvis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thunbergia fragrans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thysanolaena latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tilesia baccata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tithonia diversifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torenia crustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torenia thouarsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia benthamii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia spathulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia volubilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragus","Tragus racemosus",NA,NA,NA,NA,NA,NA,0.12,60,NA,NA,NA,NA
"Tragus berteronianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragus racemosus","Tragus racemosus",NA,NA,NA,NA,NA,NA,0.12,60,NA,NA,NA,NA
"Trema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema angustifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema micranthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema orientale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trianthema portulacastrum","Trianthema portulacastrum",NA,NA,NA,NA,NA,NA,NA,44.14,NA,NA,NA,NA
"Tribulus cistoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tribulus terrestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichanthecium glaucocladum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichilia martineaui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichilia prieuriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichodesma indicum","Trichodesma indicum",NA,NA,NA,NA,NA,NA,NA,47.87,NA,NA,NA,NA
"Trichodesma zeylanicum","Trichodesma zeylanicum",NA,NA,NA,NA,NA,NA,NA,35.19,NA,NA,NA,NA
"Triclicera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tricliceras pilosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tridax procumbens","Tridax procumbens",NA,NA,NA,NA,NA,NA,NA,80.81,NA,NA,NA,NA
"Trifolium repens","Trifolium repens",26.5,0.263218929423077,414.810295819792,14.573918992,0.0930099355,1.6129424662,0.220098395126812,62.7454545454545,24.7733052572,0.123144012538462,0.335,192.80450870554
"Trigastrotheca stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triplochiton scleroxylon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triplophyllum protensum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristemma hirtum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristemma mauritianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta cordifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta pentandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta rhomboidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tropaeolum majus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turraea heterophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Typha","Typha domingensis",NA,NA,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA
"Typha domingensis","Typha domingensis",NA,NA,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA
"Ulex europaeus","Ulex europaeus",NA,NA,NA,NA,NA,NA,0.18419693,NA,NA,NA,NA,NA
"Uraria picta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urena lobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa","Brachiaria humidicola_Brachiaria ramosa_Brachiaria ruziziensis_Urochloa brizantha",NA,NA,401,78.6,NA,NA,0.288333333333333,15.24,7.375,NA,NA,NA
"Urochloa arrecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa brizantha","Urochloa brizantha",NA,NA,NA,NA,NA,NA,0.271666666666667,NA,NA,NA,NA,NA
"Urochloa comata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa deflexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
