"accepted_taxa","original_taxa_Baseflor","Habitat_Baseflor","Chorology_Baseflor","Flower.color_Baseflor","Dispersal.mode_Baseflor","Flowering_Baseflor","Growth.form_Baseflor","Fruit.type_Baseflor","Inflorescence_Baseflor","Pollination_Baseflor","Sexuality_Baseflor"
"Rumex crispus","Rumex crispus","Prairies européennes hygrophiles à hydrophiles, inondables","Cosmopolite","Vert","Anémochore","","Hémicryptophytaie","Akène","Glomérules","Anémogame","Hermaphrodite"
"Ruthalicia eglandulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruthalicia longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rytigynia canthioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rytigynia umbellulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabicea calycina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabicea discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabicea vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saccharum officinarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacciolepis africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacciolepis cymbiandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacciolepis indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacciolepis striata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagittaria guayanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salacia nitida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salacia pallescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salomonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvadora persica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia rosmarinus","Rosmarinus officinalis","Garrigues méditerranéennes occidentales à subméditerranéennes","Méditerranéen","Bleu","Barochore","","Magnochaméphytaie","Akène","Glomérules","Entomogame","Hermaphrodite"
"Salvinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvinia auriculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvinia nymphellula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samanea saman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sauvagesia erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scadoxus multiflorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scepocarpus keayi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schinus terebinthifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schizachyrium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schizachyrium exile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schizachyrium platyphyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoenoplectiella mucronata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoenoplectiella senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schwenckia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleria boivinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleria cyperina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleria depressa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleria gaertneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleria pergracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleromitrion diffusum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleromitrion tenelliflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scoparia dulcis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Secamone afzelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Secamone punctulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sechium edule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Securidaca longepedunculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia pentagona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senna","Cassia obtusifolia","Fourrés arbustifs et d'arbrisseaux médio-européens, planitiaires à montagnards","Subtropical","","","","Parvophanérophytaie","","","",""
"Senna alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senna hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senna obtusifolia","Cassia obtusifolia","Fourrés arbustifs et d'arbrisseaux médio-européens, planitiaires à montagnards","Subtropical","","","","Parvophanérophytaie","","","",""
"Senna occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senna siamea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senna tora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesamum indicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesamum radiatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesamum sesamoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania bispinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania cannabina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania herbacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania microphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania pachycarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania rostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania sericea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania sesban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania sesban punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania sudanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesuvium portulacastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria","Setaria pumila_Setaria verticillata","Annuelles commensales des cultures sarclées acidophiles, mésohydriques, des sols sableux","Cosmopolite(thermo)","Jaune_Vert","Épizoochore","6-9","Thérophytaie","Caryopse","Épi d'épillets","Anémogame","Hermaphrodite"
"Setaria barbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria geminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria longiseta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria megaphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria palmifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria pumila","Setaria pumila","Annuelles commensales des cultures sarclées acidophiles, mésohydriques, des sols sableux","Cosmopolite(thermo)","Jaune","Épizoochore","6-9","Thérophytaie","Caryopse","Épi d'épillets","Anémogame","Hermaphrodite"
"Setaria sphacelata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria verticillata","Setaria verticillata","Annuelles commensales des cultures sarclées acidophiles, mésohydriques, des sols sableux","Cosmopolite(thermo)","Vert","Épizoochore","","Thérophytaie","Caryopse","Épi d'épillets","Anémogame","Hermaphrodite"
"Setaria viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sicyos angulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida","Sida spinosa","Friches annuelles rudérales, européennes","Subtropical","","","","Thérophytaie","","","",""
"Sida acuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida cordifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida glutinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida hyssopifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida linifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida rhombifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida spinosa","Sida spinosa","Friches annuelles rudérales, européennes","Subtropical","","","","Thérophytaie","","","",""
"Sida ulmifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida urens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela coeruleorosea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela hirta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela monophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela rutidosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sigesbeckia orientalis","Sigesbeckia orientalis","Friches annuelles rudérales, européennes","Introduit (asie)","","","","Thérophytaie","","","",""
"Siphonochilus aethiopicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisyrinchium micranthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax anceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum","Solanum lycopersicum_Solanum mauritianum_Solanum melongena_Solanum nigrum","Annuelles commensales des cultures_Fourrés arbustifs et d'arbrisseaux médio-européens, planitiaires à montagnards_Friches annuelles rudérales, européennes_Friches vivaces xérophiles européennes","Cosmopolite_Introduit (amér. du sud)_Introduit (asie mér.)","Bleu_Jaune","Endozoochore","","Hémicryptophytaie_Nanophanérophytaie_Thérophytaie","Baie","Cyme unipare hélicoïde_Cyme unipare scorpioïde","Entomogame","Hermaphrodite"
"Solanum americanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum anguivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum cerasiferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum donianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum erianthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum lycopersicum","Solanum lycopersicum","Friches annuelles rudérales, européennes","Introduit (amér. du sud)","Jaune","Endozoochore","","Thérophytaie","Baie","Cyme unipare hélicoïde","Entomogame","Hermaphrodite"
"Solanum mauritianum","Solanum mauritianum","Fourrés arbustifs et d'arbrisseaux médio-européens, planitiaires à montagnards","Introduit (amér. du sud)","","Endozoochore","","Nanophanérophytaie","Baie","Cyme unipare scorpioïde","Entomogame","Hermaphrodite"
"Solanum melongena","Solanum melongena","Friches vivaces xérophiles européennes","Introduit (asie mér.)","Bleu","Endozoochore","","Hémicryptophytaie","Baie","Cyme unipare scorpioïde","Entomogame","Hermaphrodite"
"Solanum nigrum","Solanum nigrum","Annuelles commensales des cultures","Cosmopolite","","Endozoochore","","Thérophytaie","Baie","Cyme unipare scorpioïde","Entomogame","Hermaphrodite"
"Solanum seaforthianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum subinerme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum torvum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum violaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus asper","Sonchus asper","Annuelles commensales des cultures sarclées basophiles, mésothermes","Cosmopolite","Jaune","Barochore","","Thérophytaie","Akène","Racème de capitules","Entomogame","Hermaphrodite"
"Sonchus oleraceus","Sonchus oleraceus","Annuelles commensales des cultures","Cosmopolite","Jaune","Barochore","6-10","Thérophytaie","Akène","Racème de capitules","Entomogame","Hermaphrodite"
"Sopubia parviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum","Sorghum bicolor_Sorghum halepense","Friches annuelles, méso-eutrophiles à eutrophiles, méditerranéo-atlantiques, vernales","Cosmopolite(thermo)","Rose_Vert, jaune, rose","Épizoochore","7-10_7-9","Thérophytaie","Caryopse","Panicule d'épillets","Anémogame","Hermaphrodite"
"Sorghum arundinaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum bicolor","Sorghum bicolor","Friches annuelles, méso-eutrophiles à eutrophiles, méditerranéo-atlantiques, vernales","Cosmopolite(thermo)","Vert, jaune, rose","Épizoochore","7-10","Thérophytaie","Caryopse","Panicule d'épillets","Anémogame","Hermaphrodite"
"Sorghum halepense","Sorghum halepense","Friches annuelles, méso-eutrophiles à eutrophiles, méditerranéo-atlantiques, vernales","Cosmopolite(thermo)","Rose","Épizoochore","7-9","Thérophytaie","Caryopse","Panicule d'épillets","Anémogame","Hermaphrodite"
"Spathodea campanulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergula arvensis","Spergula arvensis","Annuelles commensales des cultures acidophiles","Cosmopolite","Blanc","Anémochore","","Thérophytaie","Capsule","Cyme bipare","Entomogame, autogame","Hermaphrodite"
"Spermacoce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce chaetocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce confusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce filifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce intricans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce ocymoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce ruelliae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce stachydea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce tenuior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeranthus flexuosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeranthus senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeropteris cooperi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphagneticola trilobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphenocentrum jollyanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphenoclea zeylanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spigelia anthelmia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes costata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes urens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spirodela polyrhiza","Spirodela polyrhiza","Voiles de lentilles aquatiques, annuelles, libres, flottantes en surface, holarctiques","Cosmopolite","Vert","Hydrochore","4-6","Thérophytaie","Akène","Spadice","Hydrogame","Monoïque"
"Spondias mombin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus","Sporobolus indicus","Prairies mésohydriques, surpâturées ou surpiétinées, planitiaires à montagnardes","Introduit (australie)","Vert, rose","Barochore","6-9","Hémicryptophytaie","Caryopse","Épi d'épillets","Anémogame","Hermaphrodite"
"Sporobolus africanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus cordofanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus festivus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus indicus","Sporobolus indicus","Prairies mésohydriques, surpâturées ou surpiétinées, planitiaires à montagnardes","Introduit (australie)","Vert, rose","Barochore","6-9","Hémicryptophytaie","Caryopse","Épi d'épillets","Anémogame","Hermaphrodite"
"Sporobolus microprotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus paniculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus pyramidalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus robustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta cayennensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta jamaicensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta urticifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steinchisma laxum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stellaria media","Stellaria media","Annuelles commensales des cultures","Cosmopolite","Blanc","Barochore","","Thérophytaie","Capsule","Cyme bipare","Entomogame","Hermaphrodite"
"Stemodia verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenotaphrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenotaphrum dimidiatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephostachys mertensii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sterculia setigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sterculia tragacantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stigmaphyllon sinuatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga asiatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga hermonthica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strophanthus hispidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strophanthus sarmentosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Struchium sparganophorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strychnos spinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton hypogeum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton lancifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphyotrichum squamatum","Symphyotrichum squamatum","Mégaphorbiaies eutrophisées, planitiaires, méditerranéennes","Introduit (amér. du nord)","Bleu, jaune","Anémochore","","Hémicryptophytaie","Akène","Racème de capitules","Entomogame, autogame","Hermaphrodite"
"Synedrella nodiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syzygium samarangense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabebuia pallida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tacca leontopetaloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagetes","Tagetes patula","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Introduit (amér. du sud)","","Anémochore","","Thérophytaie","Akène","Racème de capitules","Entomogame, autogame","Hermaphrodite"
"Tagetes erecta","Tagetes patula","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Introduit (amér. du sud)","","Anémochore","","Thérophytaie","Akène","Racème de capitules","Entomogame, autogame","Hermaphrodite"
"Talinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Talinum fruticosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamarindus indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamarix senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tarenaya aculeata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tectona grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Telosma africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia bracteolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia flexuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia noctiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia pedicellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia platycarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teramnus labialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia leiocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia schimperiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetracera alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetradenia riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetragonia tetragonioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thalia geniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thaumatococcus daniellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thelepogon elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Themeda quadrivalvis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thunbergia fragrans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thysanolaena latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tilesia baccata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tithonia diversifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torenia crustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torenia thouarsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia benthamii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia spathulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia volubilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragus","Tragus racemosus","Annuelles des tonsures acidophiles, mésothermes à thermophiles","Cosmopolite","Rose","Épizoochore","6-10","Thérophytaie","Caryopse","Panicule d'épillets","Anémogame","Hermaphrodite"
"Tragus berteronianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragus racemosus","Tragus racemosus","Annuelles des tonsures acidophiles, mésothermes à thermophiles","Cosmopolite","Rose","Épizoochore","6-10","Thérophytaie","Caryopse","Panicule d'épillets","Anémogame","Hermaphrodite"
"Trema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema angustifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema micranthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema orientale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trianthema portulacastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tribulus cistoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tribulus terrestris","Tribulus terrestris","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Cosmopolite(thermo)","Jaune","Épizoochore","4-9","Thérophytaie","Capsule","Fleur solitaire latérale","Entomogame","Hermaphrodite"
"Trichanthecium glaucocladum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichilia martineaui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichilia prieuriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichodesma indicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichodesma zeylanicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triclicera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tricliceras pilosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tridax procumbens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium repens","Trifolium repens","Prairies mésohydriques européennes, pâturées, planitaires à montagnardes","Eurasiatique","Blanc","Épizoochore","","Hémicryptophytaie","Gousse","Racème capituliforme","Entomogame","Hermaphrodite"
"Trigastrotheca stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triplochiton scleroxylon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triplophyllum protensum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristemma hirtum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristemma mauritianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta cordifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta pentandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta rhomboidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tropaeolum majus","Tropaeolum majus","Annuelles commensales des cultures","Introduit (amér. du sud)","","","","Thérophytaie","","","",""
"Turraea heterophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
