"accepted_taxa","original_taxa_Tichy2022","Ellenberg.Light_Tichy2022","Ellenberg.Moisture_Tichy2022","Ellenberg.Nutrients_Tichy2022","Ellenberg.Reaction_Tichy2022","Ellenberg.Salinity_Tichy2022","Ellenberg.Temperature_Tichy2022","original_taxa_Lososova2023","Dispersal.distance_class_Lososova2023","Dispersal.mode_Lososova2023","Plant.height_m_Lososova2023","Seed.mass_mg_Lososova2023"
"Sesbania sesban punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesbania sudanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sesuvium portulacastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria","Setaria pumila_Setaria verticillata_Setaria viridis",7.3,4.45,6.8,5.5,0.2,6.75,"Setaria pumila_Setaria verticillata_Setaria viridis","6","Epizoochory",0.474625,1.05469246031746
"Setaria barbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria geminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria longiseta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria megaphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria palmifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria pumila","Setaria pumila",7.3,NA,6.3,NA,0.2,NA,"Setaria pumila","6","Epizoochory",0.351,1.319625
"Setaria sphacelata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria verticillata","Setaria verticillata",7.3,4.3,7.3,5.3,0.2,7.4,"Setaria verticillata","6","Epizoochory",0.481,0.847499999999999
"Setaria viridis","Setaria viridis",7.3,4.6,6.8,5.7,0.2,6.1,"Setaria viridis","6","Epizoochory",0.591875,0.99695238095238
"Sicyos angulatus",NA,NA,NA,NA,NA,NA,NA,"Sicyos angulatus","6","Endozoochory",3.6625,93
"Sida",NA,NA,NA,NA,NA,NA,NA,"Sida spinosa","2","Local non-specific dispersal",0.535,2.53
"Sida acuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida cordifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida glutinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida hyssopifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida linifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida rhombifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida spinosa",NA,NA,NA,NA,NA,NA,NA,"Sida spinosa","2","Local non-specific dispersal",0.535,2.53
"Sida ulmifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sida urens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela coeruleorosea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela hirta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela monophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sieruela rutidosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sigesbeckia orientalis",NA,NA,NA,NA,NA,NA,NA,"Sigesbeckia orientalis","5","Anemochory",0.838125,1.205
"Siphonochilus aethiopicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisyrinchium micranthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax anceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum","Solanum nigrum",7.2,NA,7.8,6.7,0.1,NA,"Solanum americanum_Solanum mauritianum_Solanum melongena_Solanum nigrum","6","Endozoochory",1.42572916666667,1.58540416666667
"Solanum americanum",NA,NA,NA,NA,NA,NA,NA,"Solanum americanum","6","Endozoochory",0.425,0.588
"Solanum anguivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum cerasiferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum donianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum erianthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum lycopersicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum mauritianum",NA,NA,NA,NA,NA,NA,NA,"Solanum mauritianum","6","Endozoochory",4.3275,1.025
"Solanum melongena",NA,NA,NA,NA,NA,NA,NA,"Solanum melongena","6","Endozoochory",0.58,3.9
"Solanum nigrum","Solanum nigrum",7.2,NA,7.8,6.7,0.1,NA,"Solanum nigrum","6","Endozoochory",0.370416666666667,0.828616666666666
"Solanum seaforthianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum subinerme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum torvum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum violaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus asper","Sonchus asper",7.3,NA,6.6,6.7,1,NA,"Sonchus asper","5","Anemochory",0.505,0.281311111121212
"Sonchus oleraceus","Sonchus oleraceus",7.3,NA,7.7,7.6,0.4,NA,"Sonchus oleraceus","5","Anemochory",0.68875,0.336
"Sopubia parviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum",NA,NA,NA,NA,NA,NA,NA,"Sorghum bicolor_Sorghum halepense","2","Local non-specific dispersal",1.61,3.7378
"Sorghum arundinaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum bicolor",NA,NA,NA,NA,NA,NA,NA,"Sorghum bicolor","2","Local non-specific dispersal",2.1075,2.3756
"Sorghum halepense",NA,NA,NA,NA,NA,NA,NA,"Sorghum halepense","2","Local non-specific dispersal",1.1125,5.1
"Spathodea campanulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergula arvensis","Spergula arvensis",7,NA,5.7,NA,0,NA,"Spergula arvensis","1","Local non-specific dispersal",0.227666666666667,0.393812121212121
"Spermacoce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce chaetocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce confusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce filifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce intricans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce ocymoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce ruelliae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce stachydea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce tenuior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeranthus flexuosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeranthus senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeropteris cooperi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphagneticola trilobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphenocentrum jollyanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphenoclea zeylanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spigelia anthelmia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes costata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes urens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spirodela polyrhiza","Spirodela polyrhiza",6.9,11.1,6.6,6.1,0.6,6.3,"Spirodela polyrhiza","6","Epizoochory",0.00775,NA
"Spondias mombin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus","Sporobolus indicus",7.5,4.5,5.5,5.5,0,8.3,"Sporobolus indicus","2","Local non-specific dispersal",0.65,0.155
"Sporobolus africanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus cordofanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus festivus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus indicus","Sporobolus indicus",7.5,4.5,5.5,5.5,0,8.3,"Sporobolus indicus","2","Local non-specific dispersal",0.65,0.155
"Sporobolus microprotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus paniculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus pyramidalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus robustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta cayennensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta jamaicensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta urticifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steinchisma laxum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stellaria media","Stellaria media",6.7,NA,7.7,6.5,0.1,NA,"Stellaria media","1","Local non-specific dispersal",0.230333333333333,0.336955666666666
"Stemodia verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenotaphrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenotaphrum dimidiatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephostachys mertensii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sterculia setigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sterculia tragacantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stigmaphyllon sinuatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga asiatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga hermonthica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strophanthus hispidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strophanthus sarmentosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Struchium sparganophorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strychnos spinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton hypogeum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton lancifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphyotrichum squamatum","Symphyotrichum squamatum",8,7,7.5,7.5,1,9,"Symphyotrichum squamatum","5","Anemochory",0.8075,NA
"Synedrella nodiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syzygium samarangense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabebuia pallida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tacca leontopetaloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagetes",NA,NA,NA,NA,NA,NA,NA,"Tagetes erecta","3","Myrmecochory",0.59875,3.39
"Tagetes erecta",NA,NA,NA,NA,NA,NA,NA,"Tagetes erecta","3","Myrmecochory",0.59875,3.39
"Talinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Talinum fruticosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamarindus indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamarix senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tarenaya aculeata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tectona grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Telosma africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia bracteolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia flexuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia noctiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia pedicellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia platycarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teramnus labialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia leiocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia schimperiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetracera alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetradenia riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetragonia tetragonioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thalia geniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thaumatococcus daniellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thelepogon elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Themeda quadrivalvis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thunbergia fragrans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thysanolaena latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tilesia baccata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tithonia diversifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torenia crustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torenia thouarsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia benthamii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia spathulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia volubilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragus","Tragus racemosus",8.4,3.4,5.6,7,0.4,8.2,"Tragus racemosus","1","Local non-specific dispersal",0.188,1.24633333333333
"Tragus berteronianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragus racemosus","Tragus racemosus",8.4,3.4,5.6,7,0.4,8.2,"Tragus racemosus","1","Local non-specific dispersal",0.188,1.24633333333333
"Trema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema angustifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema micranthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema orientale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trianthema portulacastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tribulus cistoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tribulus terrestris","Tribulus terrestris",8.4,3.5,NA,7.2,0.2,NA,"Tribulus terrestris","6","Epizoochory",0.1625,16.5
"Trichanthecium glaucocladum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichilia martineaui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichilia prieuriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichodesma indicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichodesma zeylanicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triclicera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tricliceras pilosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tridax procumbens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium repens","Trifolium repens",7.7,NA,NA,5.6,0.7,NA,"Trifolium repens","1","Local non-specific dispersal",0.2125,0.653949888866666
"Trigastrotheca stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triplochiton scleroxylon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triplophyllum protensum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristemma hirtum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristemma mauritianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta cordifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta pentandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta rhomboidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tropaeolum majus",NA,NA,NA,NA,NA,NA,NA,"Tropaeolum majus","2","Local non-specific dispersal",0.973,146.7
"Turraea heterophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Typha","Typha domingensis",8.3,10.3,6,6.7,1.5,NA,"Typha domingensis","5","Anemochory",2.065,0.13
"Typha domingensis","Typha domingensis",8.3,10.3,6,6.7,1.5,NA,"Typha domingensis","5","Anemochory",2.065,0.13
"Ulex europaeus","Ulex europaeus",7.5,4.8,2.3,3.5,0,6.5,"Ulex europaeus","3","Myrmecochory",1.89666666666667,6.07566666666666
"Uraria picta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urena lobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa arrecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa brizantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa comata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa deflexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa dictyoneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa distachyoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa distachyos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa eminii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa fusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa lata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa mutica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa polystachya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa ramosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa reptans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa serrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utricularia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utricularia stellaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvaria afzelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvaria tortilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvariodendron occidentale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia farnesiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia nilotica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia seyal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia sieberiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vandellia diffusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vandellia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Varronia curassavica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vepris verdoorniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbascum thapsus","Verbascum thapsus",7.9,3.6,6.3,6.8,0,5.5,"Verbascum thapsus","2","Local non-specific dispersal",0.741666666666667,0.118477777777777
"Verbena brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbena officinalis","Verbena officinalis",8.5,NA,6.4,7.1,0.3,NA,"Verbena officinalis","2","Local non-specific dispersal",0.47375,0.347366666666666
"Verbena rigida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbesina encelioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia chapmanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia colorata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia galamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernoniastrum ambiguum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vicia hirsuta","Vicia hirsuta",7.1,NA,4.6,NA,0,NA,"Vicia hirsuta","2","Local non-specific dispersal",0.435,6.86348
"Vicia sativa","Vicia sativa",NA,NA,NA,6.6,0,NA,"Vicia sativa","2","Local non-specific dispersal",0.455,23.5925113553113
"Vicoa indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna luteola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna racemosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna reticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna subterranea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna unguiculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna vexillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vincetoxicum sylvaticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitellaria paradoxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex doniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex oxycuspis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex trifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Voacanga africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waltheria indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wissadula amplissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Withania somnifera","Withania somnifera",7,2,2,5,0,12,"Withania somnifera","6","Endozoochory",0.8,1.3
"Xanthium strumarium","Xanthium strumarium",8,5.6,6.5,7.2,1,NA,"Xanthium strumarium","6","Epizoochory",0.649,54.9
"Xanthosoma sagittifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia pinnata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia tridentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xyris savanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Youngia japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
